"","unique.sim","sim.number","plants.sampled","Genotype","link.density.plant_gall","vulnerability.plant_gall","generality.plant_gall","link.density.gall_ptoid","vulnerability.gall_ptoid","generality.gall_ptoid","total_complexity"
"1","1_2_C","1",2,"C",1.40948425582659,1.81896851165317,1,1.37738267530166,1.75476535060332,1,1.39343346556412
"2","1_2_A","1",2,"A",1.2845962916071,1.5691925832142,1,1,1,1,1.14229814580355
"3","1_2_B","1",2,"B",1,1,1,1.37738267530166,1.75476535060332,1,1.18869133765083
"4","1_2_D","1",2,"D",1.70862505198086,2.41725010396172,1,1.4,1.8,1,1.55431252599043
"5","1_2_E","1",2,"E",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"6","1_2_F","1",2,"F",1,1,1,NA,NA,NA,1
"7","1_2_G","1",2,"G",1.5,2,1,NA,NA,NA,1.5
"8","1_2_H","1",2,"H",1.97085671054159,2.94171342108318,1,NA,NA,NA,1.97085671054159
"9","1_2_I","1",2,"I",1.84514855097062,2.69029710194123,1,1.66666666666667,1.66666666666667,1.66666666666667,1.75590760881864
"10","1_2_J","1",2,"J",1.93587294374629,2.87174588749259,1,NA,NA,NA,1.93587294374629
"11","1_2_K","1",2,"K",1.46240327484457,1.92480654968914,1,2.29805773331216,3.59611546662432,1,1.88023050407836
"12","1_2_L","1",2,"L",1.22878463249055,1.45756926498109,1,1.5,2,1,1.36439231624527
"13","1_2_M","1",2,"M",1,1,1,NA,NA,NA,1
"14","1_2_N","1",2,"N",1.32469244423306,1.64938488846612,1,1.33333333333333,1.66666666666667,1,1.3290128887832
"15","1_2_O","1",2,"O",1.5,2,1,NA,NA,NA,1.5
"16","1_2_P","1",2,"P",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"17","1_2_Q","1",2,"Q",1.40948425582659,1.81896851165317,1,NA,NA,NA,1.40948425582659
"18","1_2_R","1",2,"R",1.12535918113911,1.25071836227823,1,1.69055078897615,2.3811015779523,1,1.40795498505763
"19","1_2_S","1",2,"S",1.64521762737369,2.29043525474737,1,2.29241118113173,3.08482236226346,1.5,1.96881440425271
"20","1_2_T","1",2,"T",1,1,1,1,1,1,1
"21","1_2_V","1",2,"V",1,1,1,1.44494078742115,1.88988157484231,1,1.22247039371058
"22","1_2_W","1",2,"W",1.30331539804318,1.60663079608635,1,1.65164332695435,1.50317690040222,1.80010975350649,1.47747936249877
"23","1_2_X","1",2,"X",1.48614299004096,1.97228598008191,1,1.82767053744122,2.32200774154911,1.33333333333333,1.65690676374109
"24","1_2_Y","1",2,"Y",1.8649192815518,2.7298385631036,1,NA,NA,NA,1.8649192815518
"25","1_2_Z","1",2,"Z",1,1,1,2.38988157484231,3.77976314968462,1,1.69494078742115
"26","2_2_C","2",2,"C",1.40948425582659,1.81896851165317,1,1.37738267530166,1.75476535060332,1,1.39343346556412
"27","2_2_A","2",2,"A",1,1,1,NA,NA,NA,1
"28","2_2_B","2",2,"B",1.13169062515136,1.26338125030273,1,1.32469244423306,1.64938488846612,1,1.22819153469221
"29","2_2_D","2",2,"D",1.70862505198086,2.41725010396172,1,1.4,1.8,1,1.55431252599043
"30","2_2_E","2",2,"E",1,1,1,NA,NA,NA,1
"31","2_2_F","2",2,"F",1.48006585210389,1.96013170420779,1,NA,NA,NA,1.48006585210389
"32","2_2_G","2",2,"G",1,1,1,NA,NA,NA,1
"33","2_2_H","2",2,"H",1.97085671054159,2.94171342108318,1,NA,NA,NA,1.97085671054159
"34","2_2_I","2",2,"I",1.96067135615908,2.92134271231815,1,1.66260569836385,1.99150580616183,1.33370559056587,1.81163852726146
"35","2_2_J","2",2,"J",2.18179283050743,3.36358566101486,1,1.33333333333333,1.66666666666667,1,1.75756308192038
"36","2_2_K","2",2,"K",1.6771901674122,2.35438033482439,1,1.51763746016647,1.74956063461866,1.28571428571429,1.59741381378933
"37","2_2_L","2",2,"L",1.22878463249055,1.45756926498109,1,1.91421356237309,2.82842712474619,1,1.57149909743182
"38","2_2_M","2",2,"M",1,1,1,NA,NA,NA,1
"39","2_2_N","2",2,"N",1.32469244423306,1.64938488846612,1,1.33333333333333,1.66666666666667,1,1.3290128887832
"40","2_2_O","2",2,"O",1.91421356237309,2.82842712474619,1,1,1,1,1.45710678118655
"41","2_2_P","2",2,"P",1,1,1,NA,NA,NA,1
"42","2_2_Q","2",2,"Q",1.5,2,1,1,1,1,1.25
"43","2_2_R","2",2,"R",1.1054985573294,1.21099711465881,1,1.69055078897615,2.3811015779523,1,1.39802467315278
"44","2_2_S","2",2,"S",1.40948425582659,1.81896851165317,1,1,1,1,1.20474212791329
"45","2_2_T","2",2,"T",1,1,1,1,1,1,1
"46","2_2_V","2",2,"V",1.27337992638071,1.54675985276142,1,1.94442275840122,2.88884551680244,1,1.60890134239096
"47","2_2_W","2",2,"W",1.22164482786735,1.44328965573469,1,1.62252527046382,1.44494078742115,1.80010975350649,1.42208504916558
"48","2_2_X","2",2,"X",1.46556950314693,1.93113900629386,1,1.84415605713871,2.4660898920552,1.22222222222222,1.65486278014282
"49","2_2_Y","2",2,"Y",1.72014620320642,2.44029240641284,1,1.19207274423084,1,1.38414548846169,1.45610947371863
"50","2_2_Z","2",2,"Z",1.46890962043919,1.93781924087838,1,2,3,1,1.7344548102196
"51","3_2_C","3",2,"C",1.72688067816515,2.4537613563303,1,1,1,1,1.36344033908257
"52","3_2_A","3",2,"A",1,1,1,NA,NA,NA,1
"53","3_2_B","3",2,"B",1,1,1,1.40948425582659,1.81896851165317,1,1.20474212791329
"54","3_2_D","3",2,"D",1.83634807721051,2.67269615442102,1,1,1,1,1.41817403860525
"55","3_2_E","3",2,"E",1,1,1,1,1,1,1
"56","3_2_F","3",2,"F",1.30331539804318,1.60663079608635,1,1.5,2,1,1.40165769902159
"57","3_2_G","3",2,"G",1,1,1,NA,NA,NA,1
"58","3_2_H","3",2,"H",1.2845962916071,1.5691925832142,1,1.5,1,2,1.39229814580355
"59","3_2_I","3",2,"I",2.28375903694756,3.56751807389513,1,2,1.5,2.5,2.14187951847378
"60","3_2_J","3",2,"J",1.93587294374629,2.87174588749259,1,NA,NA,NA,1.93587294374629
"61","3_2_K","3",2,"K",1.49396314231408,1.98792628462815,1,2.66887271983945,4.14705653078413,1.19068890889478,2.08141793107677
"62","3_2_L","3",2,"L",1,1,1,1.5,2,1,1.25
"63","3_2_M","3",2,"M",1,1,1,NA,NA,NA,1
"64","3_2_N","3",2,"N",NA,NA,NA,NA,NA,NA,NA
"65","3_2_O","3",2,"O",1.78428380370778,2.56856760741556,1,1,1,1,1.39214190185389
"66","3_2_P","3",2,"P",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"67","3_2_Q","3",2,"Q",1.8747296369986,2.74945927399721,1,1.5,2,1,1.6873648184993
"68","3_2_R","3",2,"R",1,1,1,NA,NA,NA,1
"69","3_2_S","3",2,"S",1.40948425582659,1.81896851165317,1,1,1,1,1.20474212791329
"70","3_2_T","3",2,"T",1,1,1,1,1,1,1
"71","3_2_V","3",2,"V",1,1,1,1.60867372613661,2.21734745227321,1,1.3043368630683
"72","3_2_W","3",2,"W",1.22164482786735,1.44328965573469,1,1.62252527046382,1.44494078742115,1.80010975350649,1.42208504916558
"73","3_2_X","3",2,"X",1.48877094992726,1.97754189985451,1,1.35475271048379,1.44374086796802,1.26576455299956,1.42176183020552
"74","3_2_Y","3",2,"Y",1.52872122947803,2.05744245895607,1,1,1,1,1.26436061473902
"75","3_2_Z","3",2,"Z",1.17806570669314,1.35613141338627,1,1.8747296369986,2.74945927399721,1,1.52639767184587
"76","4_2_C","4",2,"C",1.72688067816515,2.4537613563303,1,1,1,1,1.36344033908257
"77","4_2_A","4",2,"A",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"78","4_2_B","4",2,"B",1.37738267530166,1.75476535060332,1,1.34921661701159,1.69843323402318,1,1.36329964615663
"79","4_2_D","4",2,"D",1.68359901249244,2.36719802498488,1,1.26191246275869,1.52382492551739,1,1.47275573762557
"80","4_2_E","4",2,"E",1.5,2,1,NA,NA,NA,1.5
"81","4_2_F","4",2,"F",1.40948425582659,1.81896851165317,1,1.5,2,1,1.45474212791329
"82","4_2_G","4",2,"G",1.5,2,1,NA,NA,NA,1.5
"83","4_2_H","4",2,"H",1.94016579754438,2.88033159508876,1,NA,NA,NA,1.94016579754438
"84","4_2_I","4",2,"I",1.72751257204743,2.45502514409486,1,1.47405884391169,1.50317690040222,1.44494078742115,1.60078570797956
"85","4_2_J","4",2,"J",NA,NA,NA,NA,NA,NA,NA
"86","4_2_K","4",2,"K",1.66074859411432,2.32149718822865,1,1.62012121530496,1.84024243060991,1.4,1.64043490470964
"87","4_2_L","4",2,"L",1,1,1,1.5,2,1,1.25
"88","4_2_M","4",2,"M",1,1,1,NA,NA,NA,1
"89","4_2_N","4",2,"N",1.50981964965802,2.01963929931604,1,1.33333333333333,1.66666666666667,1,1.42157649149568
"90","4_2_O","4",2,"O",1.37738267530166,1.75476535060332,1,1,1,1,1.18869133765083
"91","4_2_P","4",2,"P",1,1,1,NA,NA,NA,1
"92","4_2_Q","4",2,"Q",1,1,1,NA,NA,NA,1
"93","4_2_R","4",2,"R",1,1,1,NA,NA,NA,1
"94","4_2_S","4",2,"S",1.48981316502626,1.97962633005252,1,1.99833532235117,2.46274169979695,1.53392894490539,1.74407424368871
"95","4_2_T","4",2,"T",1.42101138751866,1.84202277503731,1,1,1,1,1.21050569375933
"96","4_2_V","4",2,"V",1,1,1,1.61479593696021,2.22959187392042,1,1.3073979684801
"97","4_2_W","4",2,"W",1,1,1,1,1,1,1
"98","4_2_X","4",2,"X",1.7526741728056,2.5053483456112,1,1.58370559056587,1.66741118113173,1.5,1.66818988168573
"99","4_2_Y","4",2,"Y",1.8649192815518,2.7298385631036,1,NA,NA,NA,1.8649192815518
"100","4_2_Z","4",2,"Z",1.47178689546769,1.94357379093538,1,1.42857142857143,1.85714285714286,1,1.45017916201956
"101","5_2_C","5",2,"C",1.44494078742115,1.88988157484231,1,1,1,1,1.22247039371058
"102","5_2_A","5",2,"A",1,1,1,1,1,1,1
"103","5_2_B","5",2,"B",1.47540871310255,1.9508174262051,1,1.44777719153678,1.62858991062086,1.26696447245269,1.46159295231966
"104","5_2_D","5",2,"D",1.49704287638765,1.9940857527753,1,1,1,1,1.24852143819383
"105","5_2_E","5",2,"E",1.5,2,1,NA,NA,NA,1.5
"106","5_2_F","5",2,"F",1.33652906337926,1.67305812675851,1,1.5,2,1,1.41826453168963
"107","5_2_G","5",2,"G",1,1,1,NA,NA,NA,1
"108","5_2_H","5",2,"H",1.2845962916071,1.5691925832142,1,1.5,1,2,1.39229814580355
"109","5_2_I","5",2,"I",1.64055175759383,2.28110351518765,1,1.81133781696164,2.33696134820899,1.28571428571429,1.72594478727773
"110","5_2_J","5",2,"J",1.44494078742115,1.88988157484231,1,1.33333333333333,1.66666666666667,1,1.38913706037724
"111","5_2_K","5",2,"K",1.58972012854739,2.17944025709478,1,2.21829033876897,2.8531246119389,1.58345606559903,1.90400523365818
"112","5_2_L","5",2,"L",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"113","5_2_M","5",2,"M",1,1,1,NA,NA,NA,1
"114","5_2_N","5",2,"N",1,1,1,NA,NA,NA,1
"115","5_2_O","5",2,"O",1.5,2,1,NA,NA,NA,1.5
"116","5_2_P","5",2,"P",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"117","5_2_Q","5",2,"Q",2,3,1,1,1,1,1.5
"118","5_2_R","5",2,"R",1.5,2,1,NA,NA,NA,1.5
"119","5_2_S","5",2,"S",1.48981316502626,1.97962633005252,1,1.99833532235117,2.46274169979695,1.53392894490539,1.74407424368871
"120","5_2_T","5",2,"T",1,1,1,1,1,1,1
"121","5_2_V","5",2,"V",1,1,1,1.60867372613661,2.21734745227321,1,1.3043368630683
"122","5_2_W","5",2,"W",1,1,1,1,1,1,1
"123","5_2_X","5",2,"X",1.4983563697363,1.9967127394726,1,1.24656023113537,1.32645379560408,1.16666666666667,1.37245830043584
"124","5_2_Y","5",2,"Y",1,1,1,1,1,1,1
"125","5_2_Z","5",2,"Z",1.40948425582659,1.81896851165317,1,1.42857142857143,1.85714285714286,1,1.41902784219901
"126","6_2_C","6",2,"C",2.03995055215461,3.07990110430922,1,1.37738267530166,1.75476535060332,1,1.70866661372814
"127","6_2_A","6",2,"A",1.2845962916071,1.5691925832142,1,1,1,1,1.14229814580355
"128","6_2_B","6",2,"B",1,1,1,1.40948425582659,1.81896851165317,1,1.20474212791329
"129","6_2_D","6",2,"D",1.72759645884653,2.45519291769306,1,1.4,1.8,1,1.56379822942326
"130","6_2_E","6",2,"E",1.44494078742115,1.88988157484231,1,1,1,1,1.22247039371058
"131","6_2_F","6",2,"F",1.33652906337926,1.67305812675851,1,1.5,2,1,1.41826453168963
"132","6_2_G","6",2,"G",1.11965771536453,1.23931543072907,1,1,1,1,1.05982885768227
"133","6_2_H","6",2,"H",1.94016579754438,2.88033159508876,1,NA,NA,NA,1.94016579754438
"134","6_2_I","6",2,"I",1.72751257204743,2.45502514409486,1,1.47405884391169,1.50317690040222,1.44494078742115,1.60078570797956
"135","6_2_J","6",2,"J",NA,NA,NA,NA,NA,NA,NA
"136","6_2_K","6",2,"K",1.37738267530166,1.75476535060332,1,1.85535406657136,2.71070813314272,1,1.61636837093651
"137","6_2_L","6",2,"L",1,1,1,1.5,2,1,1.25
"138","6_2_M","6",2,"M",1.46303511212612,1.92607022425223,1,NA,NA,NA,1.46303511212612
"139","6_2_N","6",2,"N",NA,NA,NA,NA,NA,NA,NA
"140","6_2_O","6",2,"O",1.22878463249055,1.45756926498109,1,NA,NA,NA,1.22878463249055
"141","6_2_P","6",2,"P",1,1,1,NA,NA,NA,1
"142","6_2_Q","6",2,"Q",1.91421356237309,2.82842712474619,1,1.66666666666667,1.66666666666667,1.66666666666667,1.79044011451988
"143","6_2_R","6",2,"R",NA,NA,NA,NA,NA,NA,NA
"144","6_2_S","6",2,"S",1.48981316502626,1.97962633005252,1,1.99833532235117,2.46274169979695,1.53392894490539,1.74407424368871
"145","6_2_T","6",2,"T",1.26304513655707,1.52609027311415,1,1,1,1,1.13152256827854
"146","6_2_V","6",2,"V",1,1,1,2.2289894612451,3.4579789224902,1,1.61449473062255
"147","6_2_W","6",2,"W",1,1,1,1,1,1,1
"148","6_2_X","6",2,"X",1.48877094992726,1.97754189985451,1,1.35475271048379,1.44374086796802,1.26576455299956,1.42176183020552
"149","6_2_Y","6",2,"Y",1.37738267530166,1.75476535060332,1,1,1,1,1.18869133765083
"150","6_2_Z","6",2,"Z",1.47178689546769,1.94357379093538,1,1.42857142857143,1.85714285714286,1,1.45017916201956
"151","7_2_C","7",2,"C",1.15576170702371,1.31152341404742,1,1,1,1,1.07788085351185
"152","7_2_A","7",2,"A",1,1,1,1,1,1,1
"153","7_2_B","7",2,"B",1,1,1,1.40948425582659,1.81896851165317,1,1.20474212791329
"154","7_2_D","7",2,"D",1.72759645884653,2.45519291769306,1,1.4,1.8,1,1.56379822942326
"155","7_2_E","7",2,"E",1.5,2,1,NA,NA,NA,1.5
"156","7_2_F","7",2,"F",1.6013539274599,2.20270785491979,1,2.04783176603764,2.71428571428571,1.38137781778956,1.82459284674877
"157","7_2_G","7",2,"G",1.44494078742115,1.88988157484231,1,NA,NA,NA,1.44494078742115
"158","7_2_H","7",2,"H",1.8747296369986,2.74945927399721,1,NA,NA,NA,1.8747296369986
"159","7_2_I","7",2,"I",1.64055175759383,2.28110351518765,1,1.81133781696164,2.33696134820899,1.28571428571429,1.72594478727773
"160","7_2_J","7",2,"J",1.93587294374629,2.87174588749259,1,NA,NA,NA,1.93587294374629
"161","7_2_K","7",2,"K",1.64192242336229,2.28384484672458,1,1.703969709541,1.94640095754354,1.46153846153846,1.67294606645165
"162","7_2_L","7",2,"L",1,1,1,1,1,1,1
"163","7_2_M","7",2,"M",1.46303511212612,1.92607022425223,1,NA,NA,NA,1.46303511212612
"164","7_2_N","7",2,"N",1.50981964965802,2.01963929931604,1,1.33333333333333,1.66666666666667,1,1.42157649149568
"165","7_2_O","7",2,"O",1.91421356237309,2.82842712474619,1,1,1,1,1.45710678118655
"166","7_2_P","7",2,"P",NA,NA,NA,NA,NA,NA,NA
"167","7_2_Q","7",2,"Q",1,1,1,NA,NA,NA,1
"168","7_2_R","7",2,"R",1.32469244423306,1.64938488846612,1,NA,NA,NA,1.32469244423306
"169","7_2_S","7",2,"S",1.40948425582659,1.81896851165317,1,1,1,1,1.20474212791329
"170","7_2_T","7",2,"T",1.42101138751866,1.84202277503731,1,1,1,1,1.21050569375933
"171","7_2_V","7",2,"V",1.27337992638071,1.54675985276142,1,1.94442275840122,2.88884551680244,1,1.60890134239096
"172","7_2_W","7",2,"W",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"173","7_2_X","7",2,"X",1.4497936309168,1.8995872618336,1,1.17443306194125,1.13348223622635,1.21538388765616,1.31211334642903
"174","7_2_Y","7",2,"Y",1.72014620320642,2.44029240641284,1,1.19207274423084,1,1.38414548846169,1.45610947371863
"175","7_2_Z","7",2,"Z",1,1,1,2.38988157484231,3.77976314968462,1,1.69494078742115
"176","8_2_C","8",2,"C",2.03995055215461,3.07990110430922,1,1.37738267530166,1.75476535060332,1,1.70866661372814
"177","8_2_A","8",2,"A",1,1,1,1,1,1,1
"178","8_2_B","8",2,"B",1.17806570669314,1.35613141338627,1,1.32469244423306,1.64938488846612,1,1.2513790754631
"179","8_2_D","8",2,"D",1.20870559056587,1.41741118113173,1,NA,NA,NA,1.20870559056587
"180","8_2_E","8",2,"E",1.5,2,1,1,1,1,1.25
"181","8_2_F","8",2,"F",1.7526741728056,2.5053483456112,1,1.44494078742115,1,1.88988157484231,1.59880748011338
"182","8_2_G","8",2,"G",1.79320464492947,2.58640928985893,1,NA,NA,NA,1.79320464492947
"183","8_2_H","8",2,"H",2.17849378751746,3.35698757503492,1,NA,NA,NA,2.17849378751746
"184","8_2_I","8",2,"I",1.94405427315614,2.88810854631228,1,1.20293277764566,1.40586555529132,1,1.5734935254009
"185","8_2_J","8",2,"J",NA,NA,NA,NA,NA,NA,NA
"186","8_2_K","8",2,"K",1.81260289962926,2.62520579925851,1,1.86706717290341,2.40042875524095,1.33370559056587,1.83983503626633
"187","8_2_L","8",2,"L",1,1,1,1.5,2,1,1.25
"188","8_2_M","8",2,"M",1.44494078742115,1.88988157484231,1,1,1,1,1.22247039371058
"189","8_2_N","8",2,"N",NA,NA,NA,NA,NA,NA,NA
"190","8_2_O","8",2,"O",1.22878463249055,1.45756926498109,1,NA,NA,NA,1.22878463249055
"191","8_2_P","8",2,"P",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"192","8_2_Q","8",2,"Q",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"193","8_2_R","8",2,"R",1,1,1,NA,NA,NA,1
"194","8_2_S","8",2,"S",1.64726002314266,2.29452004628532,1,1.99833532235117,2.46274169979695,1.53392894490539,1.82279767274692
"195","8_2_T","8",2,"T",1,1,1,1,1,1,1
"196","8_2_V","8",2,"V",1,1,1,2.2289894612451,3.4579789224902,1,1.61449473062255
"197","8_2_W","8",2,"W",1,1,1,1,1,1,1
"198","8_2_X","8",2,"X",1.20870559056587,1.41741118113173,1,1.17806570669314,1.35613141338627,1,1.1933856486295
"199","8_2_Y","8",2,"Y",1,1,1,NA,NA,NA,1
"200","8_2_Z","8",2,"Z",1.47646222131106,1.95292444262211,1,1.99627516702192,2.66785788981077,1.32469244423306,1.73636869416649
"201","9_2_C","9",2,"C",1.40948425582659,1.81896851165317,1,1.37738267530166,1.75476535060332,1,1.39343346556412
"202","9_2_A","9",2,"A",1,1,1,1,1,1,1
"203","9_2_B","9",2,"B",1.37738267530166,1.75476535060332,1,1,1,1,1.18869133765083
"204","9_2_D","9",2,"D",2.00687811522523,3.01375623045046,1,1.33333333333333,1.66666666666667,1,1.67010572427928
"205","9_2_E","9",2,"E",1.5,2,1,1,1,1,1.25
"206","9_2_F","9",2,"F",1.56865431871751,2.13730863743501,1,1.44494078742115,1,1.88988157484231,1.50679755306933
"207","9_2_G","9",2,"G",1,1,1,NA,NA,NA,1
"208","9_2_H","9",2,"H",2.17849378751746,3.35698757503492,1,NA,NA,NA,2.17849378751746
"209","9_2_I","9",2,"I",1.25349653288627,1.50699306577254,1,1.93137084989848,2.46274169979695,1.4,1.59243369139237
"210","9_2_J","9",2,"J",1.93587294374629,2.87174588749259,1,NA,NA,NA,1.93587294374629
"211","9_2_K","9",2,"K",1.49396314231408,1.98792628462815,1,2.66887271983945,4.14705653078413,1.19068890889478,2.08141793107677
"212","9_2_L","9",2,"L",1.79320464492947,2.58640928985893,1,1.44494078742115,1.88988157484231,1,1.61907271617531
"213","9_2_M","9",2,"M",1,1,1,NA,NA,NA,1
"214","9_2_N","9",2,"N",1,1,1,NA,NA,NA,1
"215","9_2_O","9",2,"O",1.3406605379734,1.68132107594681,1,NA,NA,NA,1.3406605379734
"216","9_2_P","9",2,"P",1,1,1,NA,NA,NA,1
"217","9_2_Q","9",2,"Q",1.48006585210389,1.96013170420779,1,1,1,1,1.24003292605195
"218","9_2_R","9",2,"R",1,1,1,NA,NA,NA,1
"219","9_2_S","9",2,"S",1.40948425582659,1.81896851165317,1,1,1,1,1.20474212791329
"220","9_2_T","9",2,"T",1,1,1,1,1,1,1
"221","9_2_V","9",2,"V",1.23643462947163,1.47286925894327,1,1.63975352847739,2.27950705695478,1,1.43809407897451
"222","9_2_W","9",2,"W",1,1,1,1,1,1,1
"223","9_2_X","9",2,"X",1.34403539920586,1.68807079841173,1,1.63042251030413,2.11798787775111,1.14285714285714,1.487228954755
"224","9_2_Y","9",2,"Y",1.52872122947803,2.05744245895607,1,1,1,1,1.26436061473902
"225","9_2_Z","9",2,"Z",1.45945427529867,1.91890855059733,1,1.79320464492947,2.58640928985893,1,1.62632946011407
"226","10_2_C","10",2,"C",1.72688067816515,2.4537613563303,1,1,1,1,1.36344033908257
"227","10_2_A","10",2,"A",1.25349653288627,1.50699306577254,1,1,1,1,1.12674826644313
"228","10_2_B","10",2,"B",1.42101138751866,1.84202277503731,1,1.58370559056587,1.66741118113173,1.5,1.50235848904226
"229","10_2_D","10",2,"D",1.46890962043919,1.93781924087838,1,1,1,1,1.2344548102196
"230","10_2_E","10",2,"E",1,1,1,NA,NA,NA,1
"231","10_2_F","10",2,"F",1.7526741728056,2.5053483456112,1,1.44494078742115,1,1.88988157484231,1.59880748011338
"232","10_2_G","10",2,"G",1.20001646486725,1.40003292973449,1,1,1,1,1.10000823243362
"233","10_2_H","10",2,"H",1.93587294374629,2.87174588749259,1,NA,NA,NA,1.93587294374629
"234","10_2_I","10",2,"I",1.96067135615908,2.92134271231815,1,1.66260569836385,1.99150580616183,1.33370559056587,1.81163852726146
"235","10_2_J","10",2,"J",1.93587294374629,2.87174588749259,1,NA,NA,NA,1.93587294374629
"236","10_2_K","10",2,"K",1.49396314231408,1.98792628462815,1,2.66887271983945,4.14705653078413,1.19068890889478,2.08141793107677
"237","10_2_L","10",2,"L",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"238","10_2_M","10",2,"M",1,1,1,1,1,1,1
"239","10_2_N","10",2,"N",1.32469244423306,1.64938488846612,1,1.33333333333333,1.66666666666667,1,1.3290128887832
"240","10_2_O","10",2,"O",1.91421356237309,2.82842712474619,1,1,1,1,1.45710678118655
"241","10_2_P","10",2,"P",1,1,1,NA,NA,NA,1
"242","10_2_Q","10",2,"Q",1.2845962916071,1.5691925832142,1,NA,NA,NA,1.2845962916071
"243","10_2_R","10",2,"R",1,1,1,NA,NA,NA,1
"244","10_2_S","10",2,"S",1,1,1,1.44494078742115,1.88988157484231,1,1.22247039371058
"245","10_2_T","10",2,"T",1,1,1,1,1,1,1
"246","10_2_V","10",2,"V",1,1,1,1.5,2,1,1.25
"247","10_2_W","10",2,"W",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"248","10_2_X","10",2,"X",1.48614299004096,1.97228598008191,1,1.82767053744122,2.32200774154911,1.33333333333333,1.65690676374109
"249","10_2_Y","10",2,"Y",1.52872122947803,2.05744245895607,1,1,1,1,1.26436061473902
"250","10_2_Z","10",2,"Z",1.49383348750121,1.98766697500242,1,2.24791915293896,2.82842712474619,1.66741118113173,1.87087632022008
"251","11_2_C","11",2,"C",1.73446766736177,2.46893533472354,1,1,1,1,1.36723383368089
"252","11_2_A","11",2,"A",1,1,1,1,1,1,1
"253","11_2_B","11",2,"B",1.17806570669314,1.35613141338627,1,1.32469244423306,1.64938488846612,1,1.2513790754631
"254","11_2_D","11",2,"D",1.68359901249244,2.36719802498488,1,1.26191246275869,1.52382492551739,1,1.47275573762557
"255","11_2_E","11",2,"E",1.44494078742115,1.88988157484231,1,1,1,1,1.22247039371058
"256","11_2_F","11",2,"F",NA,NA,NA,NA,NA,NA,NA
"257","11_2_G","11",2,"G",1,1,1,NA,NA,NA,1
"258","11_2_H","11",2,"H",1.72727779794557,2.45455559589115,1,1.5,1,2,1.61363889897279
"259","11_2_I","11",2,"I",1.84514855097062,2.69029710194123,1,1.66666666666667,1.66666666666667,1.66666666666667,1.75590760881864
"260","11_2_J","11",2,"J",2.18179283050743,3.36358566101486,1,1.33333333333333,1.66666666666667,1,1.75756308192038
"261","11_2_K","11",2,"K",1.66074859411432,2.32149718822865,1,1.62012121530496,1.84024243060991,1.4,1.64043490470964
"262","11_2_L","11",2,"L",1.44494078742115,1.88988157484231,1,1,1,1,1.22247039371058
"263","11_2_M","11",2,"M",1,1,1,NA,NA,NA,1
"264","11_2_N","11",2,"N",NA,NA,NA,NA,NA,NA,NA
"265","11_2_O","11",2,"O",1.46890962043919,1.93781924087838,1,NA,NA,NA,1.46890962043919
"266","11_2_P","11",2,"P",NA,NA,NA,NA,NA,NA,NA
"267","11_2_Q","11",2,"Q",1.48006585210389,1.96013170420779,1,1,1,1,1.24003292605195
"268","11_2_R","11",2,"R",1.5,2,1,NA,NA,NA,1.5
"269","11_2_S","11",2,"S",1,1,1,1.44494078742115,1.88988157484231,1,1.22247039371058
"270","11_2_T","11",2,"T",1,1,1,1,1,1,1
"271","11_2_V","11",2,"V",1.22878463249055,1.45756926498109,1,1.5,2,1,1.36439231624527
"272","11_2_W","11",2,"W",1.25349653288627,1.50699306577254,1,1.48006585210389,1,1.96013170420779,1.36678119249508
"273","11_2_X","11",2,"X",1.46556950314693,1.93113900629386,1,1.84415605713871,2.4660898920552,1.22222222222222,1.65486278014282
"274","11_2_Y","11",2,"Y",1.72014620320642,2.44029240641284,1,1.19207274423084,1,1.38414548846169,1.45610947371863
"275","11_2_Z","11",2,"Z",1,1,1,2.38988157484231,3.77976314968462,1,1.69494078742115
"276","12_2_C","12",2,"C",1.66828677074282,2.33657354148564,1,1,1,1,1.33414338537141
"277","12_2_A","12",2,"A",1.25349653288627,1.50699306577254,1,1,1,1,1.12674826644313
"278","12_2_B","12",2,"B",1.49704287638765,1.9940857527753,1,1.50190614024133,1.60381228048266,1.4,1.49947450831449
"279","12_2_D","12",2,"D",1.70862505198086,2.41725010396172,1,1.4,1.8,1,1.55431252599043
"280","12_2_E","12",2,"E",1,1,1,NA,NA,NA,1
"281","12_2_F","12",2,"F",1.40948425582659,1.81896851165317,1,1.5,2,1,1.45474212791329
"282","12_2_G","12",2,"G",1.2845962916071,1.5691925832142,1,NA,NA,NA,1.2845962916071
"283","12_2_H","12",2,"H",1.93587294374629,2.87174588749259,1,NA,NA,NA,1.93587294374629
"284","12_2_I","12",2,"I",1.96067135615908,2.92134271231815,1,1.66260569836385,1.99150580616183,1.33370559056587,1.81163852726146
