"","null.low.c.05.mean","null.low.c.95.mean","null.low.z.05.mean","null.low.z.95.mean","null.high.c.05.mean","null.high.c.95.mean","null.high.z.05.mean","null.high.z.95.mean","null.low.c.05.sd","null.low.c.95.sd","null.low.z.05.sd","null.low.z.95.sd","null.high.c.05.sd","null.high.c.95.sd","null.high.z.05.sd","null.high.z.95.sd"
"1",0,0.661957032753558,0.0220164578618862,0.625663047270191,0,0.669582101416351,0.0374417735318163,0.891668605968676,0,0.0445178850614437,0.00998873215085537,0.13506514039385,0,0.0465531852446865,0.0196995511101102,0.0957946116885752
