"","unique.sim","sim.number","genotype.richness","reps.sampled","link.density.plant_gall","generality.HL.plant_gall","vulnerability.LL.plant_gall","link.density.gall_ptoid","generality.HL.gall_ptoid","vulnerability.LL.gall_ptoid","total.gall.abund","total.gall_ptoid.abund","total_complexity","total_complexity.check","plants_sampled"
"47","2_22_1",2,22,1,1.67379631750165,1,2.3475926350033,2.0368288619412,1.92043201514667,2.15322570873574,4.25,1.3125,1.85531258972143,1.85531258972143,22
"48","2_23_1",2,23,1,1.7290513377986,1,2.45810267559719,2.05072634220474,1.54952733786649,2.55192534654298,6.64705882352941,1.76470588235294,1.88988884000167,1.88988884000167,23
"49","2_24_1",2,24,1,1.614246326808,1,2.22849265361601,1.60270691817799,1.24269497495699,1.96271886139899,3.5,1.22222222222222,1.608476622493,1.608476622493,24
"50","2_25_1",2,25,1,1.68705443741613,1,2.37410887483227,1.68727451899027,1.24976341864081,2.12478561933972,3.3125,0.8125,1.6871644782032,1.6871644782032,25
"51","3_1_1",3,1,1,NA,NA,NA,1,1,1,3,2,NA,NA,1
"52","3_2_1",3,2,1,1,1,1,1,1,1,3,1.5,1,1,2
"53","3_3_1",3,3,1,1,NA,NA,NA,NA,NA,7,0,NA,NA,3
"54","3_4_1",3,4,1,1,NA,NA,1,1,1,5,1,1,NA,4
"55","3_5_1",3,5,1,1,NA,NA,1.46351092895029,1,1.92702185790059,5.8,2.8,1.23175546447515,NA,5
"56","3_6_1",3,6,1,1,NA,NA,1.79180225465185,1.53392894490539,2.04967556439832,6.5,1.66666666666667,1.39590112732593,NA,6
"57","3_7_1",3,7,1,1.65747750690781,1,2.31495501381562,1.28303700647625,1,1.56607401295249,6.71428571428571,2.28571428571429,1.47025725669203,1.47025725669203,7
"58","3_8_1",3,8,1,1.78341921863501,1,2.56683843727002,1.34102517850123,1,1.68205035700246,5.42857142857143,1.57142857142857,1.56222219856812,1.56222219856812,8
"59","3_9_1",3,9,1,1.78428380370778,1,2.56856760741556,1.85512615087286,1.21646162948871,2.49379067225702,7.5,1.875,1.81970497729032,1.81970497729032,9
"60","3_10_1",3,10,1,1.8742253018425,1,2.748450603685,1.94280904158206,2.21895141649746,1.66666666666667,3.11111111111111,0.666666666666667,1.90851717171228,1.90851717171228,10
"61","3_11_1",3,11,1,1.66472771972094,1,2.32945543944188,1.40005487675325,1,1.80010975350649,5.75,0.75,1.53239129823709,1.53239129823709,11
"62","3_12_1",3,12,1,1.79320997802948,1,2.58641995605896,2.15122001076044,1.94442275840122,2.35801726311966,7.55555555555556,2,1.97221499439496,1.97221499439496,12
"63","3_13_1",3,13,1,1.68433348099405,1,2.36866696198811,1.38273762501696,1,1.76547525003392,7.1,1.1,1.53353555300551,1.53353555300551,13
"64","3_14_1",3,14,1,1.483327371819,1,1.966654743638,1.83872474947018,1.32619799682726,2.3512515021131,7.45454545454546,2.09090909090909,1.66102606064459,1.66102606064459,14
"65","3_15_1",3,15,1,1.7906562761131,1,2.58131255222621,1.42857142857143,1,1.85714285714286,3.33333333333333,0.777777777777778,1.60961385234227,1.60961385234227,15
"66","3_16_1",3,16,1,1.74368800459014,1,2.48737600918029,1.86473437803631,1.49984550685634,2.22962324921627,7.6,2.1,1.80421119131323,1.80421119131323,16
"67","3_17_1",3,17,1,1.52809321878519,1,2.05618643757037,1.49492295458139,1.34290418007421,1.64694172908856,5.92307692307692,1.07692307692308,1.51150808668329,1.51150808668329,17
"68","3_18_1",3,18,1,1.64399218845641,1,2.28798437691282,1.44874737542242,1,1.89749475084484,6.625,0.8125,1.54636978193942,1.54636978193942,18
"69","3_19_1",3,19,1,1.55388276250457,1,2.10776552500914,1.52361236366287,1.20127076016089,1.84595396716486,4.35714285714286,1.07142857142857,1.53874756308372,1.53874756308372,19
"70","3_20_1",3,20,1,1.52652760210349,1,2.05305520420697,1.95549579779898,1.46855991008745,2.44243168551051,5.78571428571429,2.28571428571429,1.74101169995124,1.74101169995124,20
"71","3_21_1",3,21,1,1.61835520398406,1,2.23671040796812,1.58346536534153,1.18869133765083,1.97823939303222,4.53333333333333,1.06666666666667,1.60091028466279,1.60091028466279,21
"72","3_22_1",3,22,1,1.63243300470028,1,2.26486600940055,2.05145385014765,1.60925887714235,2.49364882315296,7.8,1.6,1.84194342742396,1.84194342742396,22
"73","3_23_1",3,23,1,1.65218942537922,1,2.30437885075844,1.99697730814782,1.7330449460276,2.26090967026803,4.6,1.2,1.82458336676352,1.82458336676352,23
"74","3_24_1",3,24,1,1.54229130495824,1,2.08458260991648,1.73390544711535,1.29035268104735,2.17745821318335,7,1.70588235294118,1.63809837603679,1.63809837603679,24
"75","3_25_1",3,25,1,1.66159581428064,1,2.32319162856127,2.02507521276876,1.57661285436787,2.47353757116966,4.82352941176471,1.23529411764706,1.8433355135247,1.8433355135247,25
"76","4_1_1",4,1,1,1.7526741728056,1,2.5053483456112,1.44494078742115,1,1.88988157484231,12,3,1.59880748011338,1.59880748011338,1
"77","4_2_1",4,2,1,1,NA,NA,1.34921661701159,1,1.69843323402318,8.5,4.5,1.1746083085058,NA,2
"78","4_3_1",4,3,1,1.8522588981621,1,2.70451779632421,1.65164332695435,1.50317690040222,1.80010975350649,3.66666666666667,2,1.75195111255823,1.75195111255823,3
"79","4_4_1",4,4,1,1,NA,NA,1.32469244423306,1,1.64938488846612,5.75,2.5,1.16234622211653,NA,4
"80","4_5_1",4,5,1,1.60092254536313,1,2.20184509072627,1.2845962916071,1,1.5691925832142,7.6,1.2,1.44275941848512,1.44275941848512,5
"81","4_6_1",4,6,1,1.67649712641455,1,2.35299425282909,1.5,1,2,3.33333333333333,0.333333333333333,1.58824856320727,1.58824856320727,6
"82","4_7_1",4,7,1,1.35454498682853,1,1.70908997365706,1.90703154841581,1.25158845020111,2.56247464663052,3.71428571428571,1.71428571428571,1.63078826762217,1.63078826762217,7
"83","4_8_1",4,8,1,1.58832819307716,1,2.17665638615432,1.94442275840122,1,2.88884551680244,2.57142857142857,1.28571428571429,1.76637547573919,1.76637547573919,8
"84","4_9_1",4,9,1,1.58991123749851,1,2.17982247499703,1.26270426917578,1,1.52540853835157,5.5,1.625,1.42630775333715,1.42630775333715,9
"85","4_10_1",4,10,1,1.58631576907259,1,2.17263153814518,1.40005487675325,1,1.80010975350649,5,0.857142857142857,1.49318532291292,1.49318532291292,10
"86","4_11_1",4,11,1,1.68451904867972,1,2.36903809735944,1.50441812078931,1.46659096760557,1.54224527397305,9.25,2.125,1.59446858473451,1.59446858473451,11
"87","4_12_1",4,12,1,1.69431651783784,1,2.38863303567568,1.39028244960838,1.29517494930278,1.48538994991399,4.7,1.1,1.54229948372311,1.54229948372311,12
"88","4_13_1",4,13,1,1.61145639648905,1,2.22291279297811,1.63285666482641,1.43129448605904,1.83441884359377,6.3,1.4,1.62215653065773,1.62215653065773,13
"89","4_14_1",4,14,1,1.66433645926995,1,2.3286729185399,1.8404043715134,1.23529411764706,2.44551462537975,5.7,1.7,1.75237041539168,1.75237041539168,14
"90","4_15_1",4,15,1,1.67443114669129,1,2.34886229338258,1.34290418007421,1,1.68580836014842,3.41666666666667,0.583333333333333,1.50866766338275,1.50866766338275,15
"91","4_16_1",4,16,1,1.67784624991204,1,2.35569249982408,1.58192688409375,1.4481372016771,1.7157165665104,7.23076923076923,1.92307692307692,1.62988656700289,1.62988656700289,16
"92","4_17_1",4,17,1,1.58314565802928,1,2.16629131605855,1.83666036853512,1.22363417795654,2.44968655911369,6.71428571428571,1.92857142857143,1.7099030132822,1.7099030132822,17
"93","4_18_1",4,18,1,1.50705014113385,1,2.01410028226769,1.95986910925263,1.45285921036199,2.46687900814326,4.5625,1.25,1.73345962519324,1.73345962519324,18
"94","4_19_1",4,19,1,1.78652503922306,1,2.57305007844612,1.83588349361274,1.17797631496846,2.49379067225702,4.25,1.25,1.8112042664179,1.8112042664179,19
"95","4_20_1",4,20,1,1.55660721150459,1,2.11321442300917,2.00236451349916,1.44494078742115,2.55978823957716,6,1.5,1.77948586250187,1.77948586250187,20
"96","4_21_1",4,21,1,1.62577692854342,1,2.25155385708685,1.80609226999793,1.40005487675325,2.21212966324262,5.85714285714286,0.857142857142857,1.71593459927068,1.71593459927068,21
"97","4_22_1",4,22,1,1.55989502534875,1,2.11979005069751,2.13754815579449,1.58409319051564,2.69100312107334,4.375,1.25,1.84872159057162,1.84872159057162,22
"98","4_23_1",4,23,1,1.51961218778931,1,2.03922437557862,1.83051089577444,1.4,2.26102179154888,3.4375,0.9375,1.67506154178187,1.67506154178187,23
"99","4_24_1",4,24,1,1.67150527295857,1,2.34301054591714,1.60039152308387,1.4302181469991,1.77056489916864,5.6875,1.0625,1.63594839802122,1.63594839802122,24
"100","4_25_1",4,25,1,1.60422062135153,1,2.20844124270305,1.38009161135526,1,1.76018322271053,3.55555555555556,0.944444444444444,1.49215611635339,1.49215611635339,25
"101","5_1_1",5,1,1,NA,NA,NA,NA,NA,NA,3,0,NA,NA,1
"102","5_2_1",5,2,1,1,NA,NA,1,1,1,4,0.5,1,NA,2
"103","5_3_1",5,3,1,1.69055078897615,1,2.3811015779523,1.44494078742115,1.88988157484231,1,6,1,1.56774578819865,1.56774578819865,3
"104","5_4_1",5,4,1,1,NA,NA,1.61479593696021,1,2.22959187392042,3.75,2.5,1.3073979684801,NA,4
"105","5_5_1",5,5,1,1.6312872658611,1,2.2625745317222,1.43724370352755,1.33333333333333,1.54115407372177,5.6,1.2,1.53426548469432,1.53426548469432,5
"106","5_6_1",5,6,1,1.74368800459014,1,2.48737600918029,1.88180437135783,1.25,2.51360874271565,7.6,1.6,1.81274618797399,1.81274618797399,6
"107","5_7_1",5,7,1,1.44795677893251,1,1.89591355786501,2.03985841944495,1.22767703328568,2.85203980560422,10,2.5,1.74390759918873,1.74390759918873,7
"108","5_8_1",5,8,1,1.62262420271133,1,2.24524840542265,2.03075117140643,1.25158845020111,2.80991389261175,5,1.5,1.82668768705888,1.82668768705888,8
"109","5_9_1",5,9,1,1.55503484058511,1,2.11006968117022,1.68444424073175,1.37738267530166,1.99150580616183,5.44444444444444,0.888888888888889,1.61973954065843,1.61973954065843,9
"110","5_10_1",5,10,1,1.67499959279691,1,2.34999918559381,1,1,1,2.57142857142857,0.142857142857143,1.33749979639845,1.33749979639845,10
"111","5_11_1",5,11,1,1.74680605098032,1,2.49361210196065,1.44494078742115,1.22247039371058,1.66741118113173,5,1.5,1.59587341920074,1.59587341920074,11
"112","5_12_1",5,12,1,1,NA,NA,1.81234516952313,1,2.62469033904626,4.5,0.9,1.40617258476157,NA,12
"113","5_13_1",5,13,1,1.68818845936329,1,2.37637691872658,1.93786638618942,1.4302181469991,2.44551462537975,6.72727272727273,1.54545454545455,1.81302742277636,1.81302742277636,13
"114","5_14_1",5,14,1,1.5763575204434,1,2.15271504088679,1.93656676700859,1.66100387077456,2.21212966324262,5.9,1.2,1.75646214372599,1.75646214372599,14
"115","5_15_1",5,15,1,1.51555407848586,1,2.03110815697173,1.67591387943491,1.30004115756493,2.05178660130489,6,1.33333333333333,1.59573397896039,1.59573397896039,15
"116","5_16_1",5,16,1,1.69826748086702,1,2.39653496173404,1.93399286231186,1.34358422971508,2.52440149490865,6.91666666666667,2.83333333333333,1.81613017158944,1.81613017158944,16
"117","5_17_1",5,17,1,1.64233810638671,1,2.28467621277341,2.07404400098332,1.60867372613661,2.53941427583004,3.25,1.16666666666667,1.85819105368501,1.85819105368501,17
"118","5_18_1",5,18,1,1.74058925962344,1,2.48117851924688,1.66399498567961,1.39179894102979,1.93619103032944,6.27272727272727,2.36363636363636,1.70229212265153,1.70229212265153,18
"119","5_19_1",5,19,1,1.59936301590405,1,2.19872603180811,1.73699411049591,1.27446012749212,2.19952809349971,5.83333333333333,0.916666666666667,1.66817856319998,1.66817856319998,19
"120","5_20_1",5,20,1,1.67369770718186,1,2.34739541436373,2.16969233177224,1.94741793308096,2.39196673046352,6.2,1.26666666666667,1.92169501947705,1.92169501947705,20
"121","5_21_1",5,21,1,1.63648223716833,1,2.27296447433666,2.0238700551156,1.35726447271558,2.69047563751562,5.66666666666667,1.4,1.83017614614196,1.83017614614196,21
"122","5_22_1",5,22,1,1.55797308041085,1,2.11594616082171,1.63737455813761,1.35560433489177,1.91914478138344,7.88235294117647,1.58823529411765,1.59767381927423,1.59767381927423,22
"123","5_23_1",5,23,1,1.51778752433741,1,2.03557504867482,1.92553340314099,1.36363844542855,2.48742836085344,6.8,2,1.7216604637392,1.7216604637392,23
"124","5_24_1",5,24,1,1.7579833479973,1,2.51596669599459,1.87348314275089,1.47712525654469,2.26984102895709,5.1875,1.375,1.81573324537409,1.8157332453741,24
"125","5_25_1",5,25,1,1.70537707274035,1,2.4107541454807,1.74944706308855,1.42319973443208,2.07569439174503,6.55,1.95,1.72741206791445,1.72741206791445,25
"126","6_1_1",6,1,1,NA,NA,NA,1.5,1,2,9,2,NA,NA,1
"127","6_2_1",6,2,1,1,1,1,NA,NA,NA,0.5,0,NA,NA,2
"128","6_3_1",6,3,1,1.29365194434202,1,1.58730388868405,1,1,1,7.66666666666667,0.666666666666667,1.14682597217101,1.14682597217101,3
"129","6_4_1",6,4,1,1.72751257204743,1,2.45502514409486,1.44494078742115,1.88988157484231,1,3.25,0.75,1.58622667973429,1.58622667973429,4
"130","6_5_1",6,5,1,1,NA,NA,1.24269497495699,1,1.48538994991399,9.2,2.2,1.1213474874785,NA,5
"131","6_6_1",6,6,1,1,1,1,1,1,1,3.75,0.75,1,1,6
"132","6_7_1",6,7,1,1.70037201557799,1,2.40074403115599,2.08463197391294,1.60947570824873,2.55978823957716,7,2.4,1.89250199474547,1.89250199474547,7
"133","6_8_1",6,8,1,1,NA,NA,1.77072637591414,1.2966271916141,2.24482556021418,3.5,1.125,1.38536318795707,NA,8
"134","6_9_1",6,9,1,1.52814766176138,1,2.05629532352276,1.38961262010202,1,1.77922524020403,6.71428571428571,2,1.4588801409317,1.4588801409317,9
"135","6_10_1",6,10,1,1.61828420308378,1,2.23656840616755,1.38137781778956,1,1.76275563557912,7.88888888888889,0.777777777777778,1.49983101043667,1.49983101043667,10
"136","6_11_1",6,11,1,1.67101761771233,1,2.34203523542467,1.83441884359377,1.83441884359377,1.83441884359377,4.7,1.4,1.75271823065305,1.75271823065305,11
"137","6_12_1",6,12,1,1.63730260221777,1,2.27460520443554,1.44494078742115,1,1.88988157484231,2.8,0.3,1.54112169481946,1.54112169481946,12
"138","6_13_1",6,13,1,1.56312022029438,1,2.12624044058876,1.98637207663231,2.01849364017524,1.95425051308938,6.81818181818182,1,1.77474614846335,1.77474614846334,13
"139","6_14_1",6,14,1,1.60194009627824,1,2.20388019255648,1.84607431668954,1.20535728650207,2.48679134687701,5.63636363636364,2.36363636363636,1.72400720648389,1.72400720648389,14
"140","6_15_1",6,15,1,1.3374402408182,1,1.6748804816364,1.91756651105548,1.15095307012066,2.68417995199029,4.83333333333333,1.66666666666667,1.62750337593684,1.62750337593684,15
"141","6_16_1",6,16,1,1.6079855438606,1,2.2159710877212,1.33310399708079,1.34151554992852,1.32469244423306,6.46153846153846,0.769230769230769,1.47054477047069,1.47054477047069,16
"142","6_17_1",6,17,1,1.71006352846065,1,2.42012705692129,1.90077057949501,1.33545126693481,2.4660898920552,3.16666666666667,0.75,1.80541705397783,1.80541705397783,17
"143","6_18_1",6,18,1,1.66646095688529,1,2.33292191377058,1.9274144537816,1.38493202626236,2.46989688130085,3.07692307692308,1.46153846153846,1.79693770533345,1.79693770533345,18
"144","6_19_1",6,19,1,1.63949022769196,1,2.27898045538391,1.95555473895282,1.34487158475194,2.56623789315371,7.76923076923077,1.76923076923077,1.79752248332239,1.79752248332239,19
"145","6_20_1",6,20,1,1.55171092425537,1,2.10342184851074,2.00928754288926,1.32619799682726,2.69237708895126,8.71428571428571,1.64285714285714,1.78049923357232,1.78049923357232,20
"146","6_21_1",6,21,1,1.66973570636469,1,2.33947141272938,1.17744757302039,1,1.35489514604078,4.42857142857143,0.714285714285714,1.42359163969254,1.42359163969254,21
"147","6_22_1",6,22,1,1.67062784768365,1,2.34125569536731,2.02174295149147,1.31407584994434,2.7294100530386,5.21428571428571,1.21428571428571,1.84618539958756,1.84618539958756,22
"148","6_23_1",6,23,1,1.62300372478501,1,2.24600744957002,2.02571296478419,1.68769956845213,2.36372636111625,5.73684210526316,1.26315789473684,1.8243583447846,1.8243583447846,23
"149","6_24_1",6,24,1,1.79584493110855,1,2.5916898622171,1.94298762484206,1.72584731952054,2.16012793016358,5.94444444444444,1.66666666666667,1.8694162779753,1.8694162779753,24
"150","6_25_1",6,25,1,1.65056956547038,1,2.30113913094076,1.93137084989848,1.4,2.46274169979695,5.94736842105263,1.05263157894737,1.79097020768443,1.79097020768443,25
"151","7_1_1",7,1,1,1,NA,NA,1,1,1,14,1,1,NA,1
"152","7_2_1",7,2,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2
"153","7_3_1",7,3,1,1,NA,NA,1.76010354501738,1.22222222222222,2.29798486781253,5,3,1.38005177250869,NA,3
"154","7_4_1",7,4,1,1.6478167530665,1,2.29563350613301,1.96541550331404,1.43129448605904,2.49953652056903,7.5,1.75,1.80661612819027,1.80661612819027,4
"155","7_5_1",7,5,1,1.91129062024982,1,2.82258124049965,1.95608838531389,2.3120944554979,1.60008231512987,4.4,1.6,1.93368950278185,1.93368950278185,5
"156","7_6_1",7,6,1,1.2789250201999,1,1.5578500403998,1.37478031730933,1.28571428571429,1.46384634890437,6.25,1.75,1.32685266875461,1.32685266875461,6
"157","7_7_1",7,7,1,1.69974826780214,1,2.39949653560429,1.66696447245269,1.53392894490539,1.8,5.33333333333333,0.833333333333333,1.68335637012742,1.68335637012742,7
"158","7_8_1",7,8,1,1.46921879115684,1,1.93843758231369,1,1,1,4.75,0.375,1.23460939557842,1.23460939557842,8
"159","7_9_1",7,9,1,1.59024934233785,1,2.1804986846757,2.00236451349916,1.44494078742115,2.55978823957716,6.75,1.5,1.7963069279185,1.7963069279185,9
"160","7_10_1",7,10,1,1.65322905332094,1,2.30645810664189,1.95678308045748,1.18869133765083,2.72487482326413,5.83333333333333,2.66666666666667,1.80500606688921,1.80500606688921,10
"161","7_11_1",7,11,1,1.5651848749865,1,2.130369749973,1.45070084591497,1.18038469124059,1.72101700058934,8.375,2.25,1.50794286045073,1.50794286045073,11
"162","7_12_1",7,12,1,1.53340208633169,1,2.06680417266337,1.31169928683489,1,1.62339857366978,7.91666666666667,1.83333333333333,1.42255068658329,1.42255068658329,12
"163","7_13_1",7,13,1,1.46697303944158,1,1.93394607888317,1.79547944378443,1.41071457300414,2.18024431456471,6.27272727272727,1.18181818181818,1.63122624161301,1.63122624161301,13
"164","7_14_1",7,14,1,1.60461703951963,1,2.20923407903926,1.45106280466335,1.19716397002265,1.70496163930405,7.4,1.8,1.52783992209149,1.52783992209149,14
"165","7_15_1",7,15,1,1.71984993865541,1,2.43969987731082,1.88798171605998,1.44565378273633,2.33030964938362,6.75,1.75,1.80391582735769,1.80391582735769,15
"166","7_16_1",7,16,1,1.71960388868947,1,2.43920777737894,1.88935160878736,1.50924682008762,2.26945639748709,7.21428571428571,1.57142857142857,1.80447774873841,1.80447774873841,16
"167","7_17_1",7,17,1,1.66338475871086,1,2.32676951742172,1.86439827909635,1.62391529583086,2.10488126236184,5.58333333333333,1.25,1.76389151890361,1.76389151890361,17
"168","7_18_1",7,18,1,1.60748298956958,1,2.21496597913917,1.93927781031295,1.57661285436787,2.30194276625804,5.5,1.3125,1.77338039994127,1.77338039994127,18
"169","7_19_1",7,19,1,1.71445775394009,1,2.42891550788019,1.82306558556698,1.19354838709677,2.45258278403719,10.3333333333333,2.06666666666667,1.76876166975354,1.76876166975354,19
"170","7_20_1",7,20,1,1.63054824159943,1,2.26109648319886,1.91889678687013,1.4373648184993,2.40042875524095,4.125,1.5,1.77472251423478,1.77472251423478,20
