"","unique.sim","sim.number","reps.sampled","link.density.plant_gall","generality.HL.plant_gall","vulnerability.LL.plant_gall","link.density.gall_ptoid","generality.HL.gall_ptoid","vulnerability.LL.gall_ptoid","total_complexity","total_complexity.check"
"3293","24_50",24,50,2.01958429492602,1,3.03916858985205,2.60720265093942,2.23819615203026,2.97620914984858,2.31339347293272,2.31339347293272
"3294","24_51",24,51,2.01448303893312,1,3.02896607786623,2.57054774316955,1.96074272319279,3.18035276314632,2.29251539105134,2.29251539105134
"3295","24_52",24,52,1.82241967088477,1,2.64483934176954,2.31098107633401,1.77342315915585,2.84853899351216,2.06670037360939,2.06670037360939
"3296","24_53",24,53,1.91796850452092,1,2.83593700904184,2.61466445111699,1.9722221387754,3.25710676345859,2.26631647781896,2.26631647781896
"3297","24_54",24,54,1.96244825589198,1,2.92489651178397,2.43711852872713,1.84940745953578,3.02482959791847,2.19978339230955,2.19978339230955
"3298","24_55",24,55,1.98222519688135,1,2.9644503937627,2.41884441324737,1.95615705670861,2.88153176978614,2.20053480506436,2.20053480506436
"3299","24_56",24,56,1.72765870229537,1,2.45531740459073,2.320585845479,1.62206954469162,3.01910214626638,2.02412227388718,2.02412227388718
"3300","24_57",24,57,2.02073417767245,1,3.04146835534489,2.59987622762131,1.64641906873341,3.5533333865092,2.31030520264688,2.31030520264688
"3301","24_58",24,58,2.00033789953144,1,3.00067579906288,2.49309415932986,1.95985796378082,3.0263303548789,2.24671602943065,2.24671602943065
"3302","24_59",24,59,1.90123640271731,1,2.80247280543461,2.71059617217145,1.60031801956551,3.8208743247774,2.30591628744438,2.30591628744438
"3303","24_60",24,60,1.74240593200429,1,2.48481186400857,2.6058421926089,1.75660708092131,3.4550773042965,2.17412406230659,2.17412406230659
"3304","24_61",24,61,1.80624304221661,1,2.61248608443321,2.67714969784977,1.65560394816203,3.6986954475375,2.24169637003319,2.24169637003319
"3305","24_62",24,62,1.95956025412888,1,2.91912050825775,2.55789143012202,1.6235877349672,3.49219512527684,2.25872584212545,2.25872584212545
"3306","24_63",24,63,1.9041523824574,1,2.80830476491479,2.56606870872066,1.93329529425586,3.19884212318547,2.23511054558903,2.23511054558903
"3307","24_64",24,64,1.96444577151204,1,2.92889154302407,2.53056419481971,2.01892884360703,3.04219954603239,2.24750498316587,2.24750498316587
"3308","24_65",24,65,1.9519142250821,1,2.9038284501642,2.6088268084871,1.89732404630259,3.32032957067162,2.2803705167846,2.2803705167846
"3309","24_66",24,66,1.9125989117299,1,2.82519782345981,2.47867812341925,1.54718701665231,3.4101692301862,2.19563851757458,2.19563851757458
"3310","24_67",24,67,1.87338820035143,1,2.74677640070286,2.4818598073171,1.58511452155693,3.37860509307727,2.17762400383426,2.17762400383426
"3311","24_68",24,68,1.8547135242314,1,2.70942704846281,2.5517824391854,1.63363024423671,3.46993463413408,2.2032479817084,2.2032479817084
"3312","24_69",24,69,1.89950567689933,1,2.79901135379867,2.48816761595941,1.95028598203098,3.02604924988784,2.19383664642937,2.19383664642937
"3313","24_70",24,70,1.87764932120435,1,2.75529864240871,2.34517660383826,1.68103215888651,3.00932104879001,2.11141296252131,2.11141296252131
"3314","24_71",24,71,1.89631511775563,1,2.79263023551125,2.43498784333344,1.76238625368118,3.10758943298571,2.16565148054454,2.16565148054454
"3315","24_72",24,72,1.9764314827933,1,2.9528629655866,2.40408853468688,1.93124525776808,2.87693181160568,2.19026000874009,2.19026000874009
"3316","24_73",24,73,1.89232836668059,1,2.78465673336118,2.46767689439792,1.74790221867318,3.18745157012266,2.18000263053926,2.18000263053926
"3317","24_74",24,74,1.86520919897604,1,2.73041839795207,2.42938981077028,1.57823471976888,3.28054490177169,2.14729950487316,2.14729950487316
"3318","24_75",24,75,1.88924292414381,1,2.77848584828763,2.59300383566153,1.62979489926296,3.5562127720601,2.24112337990267,2.24112337990267
"3319","24_76",24,76,1.91922343343951,1,2.83844686687902,2.51413165138935,1.72126089572817,3.30700240705052,2.21667754241443,2.21667754241443
"3320","24_77",24,77,1.95555383129681,1,2.91110766259361,2.49948169919656,1.63866829430071,3.36029510409242,2.22751776524668,2.22751776524668
"3321","24_78",24,78,1.81624206583869,1,2.63248413167738,2.66519106347578,1.63185896609685,3.69852316085471,2.24071656465724,2.24071656465724
"3322","24_79",24,79,2.05105242675467,1,3.10210485350934,2.51856511173087,1.94645740968305,3.0906728137787,2.28480876924277,2.28480876924277
"3323","24_80",24,80,1.92855361297568,1,2.85710722595136,2.54228159701037,1.80697324216779,3.27758995185295,2.23541760499302,2.23541760499302
"3324","24_81",24,81,1.94375181211585,1,2.88750362423169,2.54407160173739,1.72291022429109,3.36523297918369,2.24391170692662,2.24391170692662
"3325","24_82",24,82,1.81934504380436,1,2.63869008760872,2.41776998182167,1.52736268010241,3.30817728354093,2.11855751281301,2.11855751281301
"3326","24_83",24,83,1.99042338694118,1,2.98084677388236,2.50347882672792,1.83030990068661,3.17664775276922,2.24695110683455,2.24695110683455
"3327","24_84",24,84,1.863629103282,1,2.727258206564,2.6362591902256,1.65794707402392,3.61457130642728,2.2499441467538,2.2499441467538
"3328","24_85",24,85,1.89912271943379,1,2.79824543886757,2.61096508644835,1.86863716218108,3.35329301071562,2.25504390294107,2.25504390294107
"3329","24_86",24,86,1.76589568579362,1,2.53179137158725,2.37557847272196,1.66188184724407,3.08927509819985,2.07073707925779,2.07073707925779
"3330","24_87",24,87,1.86975181043658,1,2.73950362087316,2.49429625211765,1.66502883386716,3.32356367036815,2.18202403127712,2.18202403127712
"3331","24_88",24,88,1.8428485528186,1,2.6856971056372,2.48877351493806,1.79730555883365,3.18024147104248,2.16581103387833,2.16581103387833
"3332","24_89",24,89,1.89212009975749,1,2.78424019951499,2.41067631345902,1.78196182314154,3.0393908037765,2.15139820660826,2.15139820660826
"3333","24_90",24,90,1.95107294060495,1,2.90214588120989,2.5439440885546,1.90047966649116,3.18740851061804,2.24750851457977,2.24750851457977
"3334","24_91",24,91,1.87618766806941,1,2.75237533613883,2.63250111220976,1.77642470570065,3.48857751871887,2.25434439013959,2.25434439013959
"3335","24_92",24,92,1.94829032351495,1,2.89658064702991,2.58825165191894,1.86574578032013,3.31075752351775,2.26827098771695,2.26827098771695
"3336","24_93",24,93,1.96702421072437,1,2.93404842144874,2.61472372578185,1.95852794853722,3.27091950302648,2.29087396825311,2.29087396825311
"3337","24_94",24,94,1.85595140556613,1,2.71190281113227,2.60551633735922,1.83433872591992,3.37669394879852,2.23073387146268,2.23073387146268
"3338","24_95",24,95,1.78532164190109,1,2.57064328380218,2.48870891890464,1.69794534032936,3.27947249747991,2.13701528040286,2.13701528040286
"3339","24_96",24,96,1.86433297542791,1,2.72866595085583,2.52992707940716,1.61875943555957,3.44109472325476,2.19713002741754,2.19713002741754
"3340","24_97",24,97,1.86791428115789,1,2.73582856231577,2.43534666140982,1.59639371106877,3.27429961175087,2.15163047128385,2.15163047128385
"3341","24_98",24,98,1.88576731992736,1,2.77153463985472,2.56492287799019,1.62654180304684,3.50330395293354,2.22534509895878,2.22534509895878
"3342","24_99",24,99,1.94598497039066,1,2.89196994078132,2.44300220356282,1.67476996164037,3.21123444548528,2.19449358697674,2.19449358697674
"3343","24_100",24,100,1.80535172822806,1,2.61070345645612,2.43526701764298,1.52431767919399,3.34621635609197,2.12030937293552,2.12030937293552
"3344","24_101",24,101,1.90649703196121,1,2.81299406392242,2.52764889161234,1.76397695705109,3.29132082617359,2.21707296178677,2.21707296178677
"3345","24_102",24,102,1.87686487473277,1,2.75372974946555,2.48137149812176,1.68505021278809,3.27769278345542,2.17911818642726,2.17911818642726
"3346","24_103",24,103,1.89372064156387,1,2.78744128312775,2.49836007694643,1.83870530248573,3.15801485140714,2.19604035925515,2.19604035925515
"3347","24_104",24,104,1.93017637670103,1,2.86035275340206,2.63679105027032,1.94055085443856,3.33303124610208,2.28348371348568,2.28348371348568
"3348","24_105",24,105,1.86199763457587,1,2.72399526915174,2.60131431547992,1.87352376065761,3.32910487030223,2.2316559750279,2.2316559750279
"3349","24_106",24,106,1.86939076645332,1,2.73878153290664,2.49751842351653,1.76744420992244,3.22759263711063,2.18345459498493,2.18345459498493
"3350","24_107",24,107,1.89851804113412,1,2.79703608226824,2.56061987304955,1.77568790198886,3.34555184411024,2.22956895709184,2.22956895709184
"3351","24_108",24,108,1.90869093706647,1,2.81738187413294,2.59076337134865,1.8405263947933,3.34100034790401,2.24972715420756,2.24972715420756
"3352","24_109",24,109,1.87460586495228,1,2.74921172990455,2.51703939040367,1.64161483268589,3.39246394812145,2.19582262767797,2.19582262767797
"3353","24_110",24,110,1.85358914172276,1,2.70717828344553,2.50387485962066,1.58612264809004,3.42162707115127,2.17873200067171,2.17873200067171
"3354","24_111",24,111,1.91290702073814,1,2.82581404147628,2.48554499934039,1.70852834355559,3.26256165512518,2.19922601003926,2.19922601003926
"3355","24_112",24,112,1.89722288584575,1,2.7944457716915,2.37826940996836,1.74188668761161,3.01465213232511,2.13774614790706,2.13774614790706
"3356","24_113",24,113,1.82643578943552,1,2.65287157887104,2.62698902301322,1.76320941482086,3.49076863120557,2.22671240622437,2.22671240622437
"3357","24_114",24,114,1.84815599516589,1,2.69631199033178,2.52093125613826,1.83039669551928,3.21146581675724,2.18454362565208,2.18454362565208
"3358","24_115",24,115,1.94074351734465,1,2.88148703468929,2.65157385554272,1.88007943321823,3.42306827786722,2.29615868644368,2.29615868644368
"3359","24_116",24,116,1.93955143430698,1,2.87910286861395,2.52762726046426,1.82960922527706,3.22564529565145,2.23358934738562,2.23358934738562
"3360","24_117",24,117,1.89563596540117,1,2.79127193080233,2.46983650940902,1.64946589760141,3.29020712121662,2.18273623740509,2.18273623740509
"3361","24_118",24,118,1.87477564532766,1,2.74955129065531,2.430429544255,1.6138052620597,3.2470538264503,2.15260259479133,2.15260259479133
"3362","24_119",24,119,1.91297317715131,1,2.82594635430261,2.57224279987738,1.84146667525264,3.30301892450212,2.24260798851434,2.24260798851434
"3363","24_120",24,120,1.92540517081913,1,2.85081034163826,2.58559877209324,1.81540616842085,3.35579137576564,2.25550197145619,2.25550197145619
"3364","24_121",24,121,1.91475016990571,1,2.82950033981142,2.5534839562746,1.81085441791607,3.29611349463313,2.23411706309016,2.23411706309015
"3365","24_122",24,122,1.87408793455647,1,2.74817586911294,2.50256047564045,1.61232525506288,3.39279569621802,2.18832420509846,2.18832420509846
"3366","24_123",24,123,1.90785392573854,1,2.81570785147709,2.48627865065922,1.79308729287655,3.17947000844188,2.19706628819888,2.19706628819888
"3367","24_124",24,124,1.88410598874282,1,2.76821197748563,2.54474673141673,1.78965668611797,3.2998367767155,2.21442636007978,2.21442636007978
"3368","24_125",24,125,1.92487076027304,1,2.84974152054609,2.49477254085986,1.82224060139689,3.16730448032282,2.20982165056645,2.20982165056645
"3369","24_126",24,126,1.89730509090593,1,2.79461018181185,2.48221017167931,1.80276956010791,3.16165078325071,2.18975763129262,2.18975763129262
"3370","24_127",24,127,1.87467123411855,1,2.7493424682371,2.56625961866569,1.79890831342097,3.33361092391041,2.22046542639212,2.22046542639212
"3371","24_128",24,128,1.90393899024596,1,2.80787798049193,2.55682453831501,1.79076636591571,3.32288271071431,2.23038176428049,2.23038176428049
"3372","24_129",24,129,1.90625043846111,1,2.81250087692222,2.50400771966192,1.81920523800953,3.18881020131431,2.20512907906151,2.20512907906151
"3373","24_130",24,130,1.89871668826545,1,2.7974333765309,2.52502413618569,1.78629931143052,3.26374896094086,2.21187041222557,2.21187041222557
"3374","24_131",24,131,1.92837287827407,1,2.85674575654814,2.55503827865603,1.83840571835322,3.27167083895883,2.24170557846505,2.24170557846505
"3375","24_132",24,132,1.92248927334349,1,2.84497854668699,2.57467459128714,1.81312936874903,3.33621981382526,2.24858193231532,2.24858193231532
"3376","24_133",24,133,1.88435527439679,1,2.76871054879359,2.52399039361956,1.76421000095573,3.28377078628339,2.20417283400818,2.20417283400818
"3377","24_134",24,134,1.90266394893558,1,2.80532789787116,2.55393685515918,1.79055140078169,3.31732230953667,2.22830040204738,2.22830040204738
"3378","24_135",24,135,1.91254605193905,1,2.82509210387809,2.60978148870164,1.82550001907824,3.39406295832505,2.26116377032035,2.26116377032035
"3379","24_136",24,136,1.90623893407978,1,2.81247786815956,2.56267879212304,1.79226191401543,3.33309567023065,2.23445886310141,2.23445886310141
"3380","24_137",24,137,1.89650564865708,1,2.79301129731416,2.55141950953031,1.79575990934914,3.30707910971149,2.2239625790937,2.2239625790937
"3381","24_138",24,138,1.91741956481993,1,2.83483912963985,2.5786938146086,1.79613883387358,3.36124879534363,2.24805668971426,2.24805668971426
"3382","24_139",24,139,1.90612253829213,1,2.81224507658426,2.57932255733359,1.80264416713456,3.35600094753263,2.24272254781286,2.24272254781286
"3383","24_140",24,140,1.87405934324022,1,2.74811868648045,2.52700974670825,1.63954763031756,3.41447186309895,2.20053454497424,2.20053454497424
"3384","24_141",24,141,1.90074987237787,1,2.80149974475575,2.55722411188013,1.78759832343506,3.32684990032519,2.228986992129,2.228986992129
"3385","25_1",25,1,NA,NA,NA,NA,NA,NA,NA,NA
"3386","25_2",25,2,1.5,1,2,1.65164332695435,1.50317690040222,1.80010975350649,1.57582166347718,1.57582166347718
"3387","25_3",25,3,1.79118250061634,1,2.58236500123268,1.45710678118655,1,1.91421356237309,1.62414464090144,1.62414464090144
"3388","25_4",25,4,1.25349653288627,1,1.50699306577254,1,1,1,1.12674826644313,1.12674826644313
"3389","25_5",25,5,1.22878463249055,1,1.45756926498109,1.95450314391687,1,2.90900628783373,1.59164388820371,1.59164388820371
"3390","25_6",25,6,1.48006585210389,1,1.96013170420779,2.73952992323158,1.22247039371058,4.25658945275259,2.10979788766774,2.10979788766774
"3391","25_7",25,7,1.70752680008758,1,2.41505360017516,2.09089090095959,1.33370559056587,2.84807621135332,1.89920885052359,1.89920885052359
"3392","25_8",25,8,1,NA,NA,1.9445689461212,1,2.8891378922424,1.4722844730606,NA
"3393","25_9",25,9,1.97912107493744,1,2.95824214987489,1.66716300964338,1.44444444444444,1.88988157484231,1.82314204229041,1.82314204229041
"3394","25_10",25,10,1.19729064125582,1,1.39458128251164,2.12502658986511,1.40035736694323,2.849695812787,1.66115861556047,1.66115861556047
"3395","25_11",25,11,2.17708976661839,1,3.35417953323678,2.14328499897443,1.93349591110094,2.35307408684793,2.16018738279641,2.16018738279641
"3396","25_12",25,12,2.04871132686318,1,3.09742265372636,1.91342963726819,1.36076938248118,2.4660898920552,1.98107048206568,1.98107048206568
"3397","25_13",25,13,2.12750645382201,1,3.25501290764403,2.10823172766207,1,3.21646345532414,2.11786909074204,2.11786909074204
"3398","25_14",25,14,1.20169140273478,1,1.40338280546957,2.60646523806776,1.94293886440977,3.26999161172576,1.90407832040127,1.90407832040127
"3399","25_15",25,15,2.0400347440485,1,3.080069488097,1.93226015878948,1.58010819012375,2.2844121274552,1.98614745141899,1.98614745141899
"3400","25_16",25,16,1.93611878761403,1,2.87223757522806,2.27300521205589,1.83137084989848,2.7146395742133,2.10456199983496,2.10456199983496
"3401","25_17",25,17,1.88035128489761,1,2.76070256979522,2.48953922934121,1.76388471050481,3.21519374817761,2.18494525711941,2.18494525711941
"3402","25_18",25,18,2.09227217293564,1,3.18454434587128,1.76317759630532,1.34537392810897,2.18098126450167,1.92772488462048,1.92772488462048
"3403","25_19",25,19,1.13396002269428,1,1.26792004538855,2.26226101462768,1.29742311964931,3.22709890960604,1.69811051866098,1.69811051866098
"3404","25_20",25,20,1.76956142248343,1,2.53912284496686,1.92911030083225,1.29574595503398,2.56247464663052,1.84933586165784,1.84933586165784
"3405","25_21",25,21,1.24159368654133,1,1.48318737308266,2.29208796582568,1.6107626387297,2.97341329292167,1.76684082618351,1.76684082618351
"3406","25_22",25,22,1.92939771187277,1,2.85879542374554,2.2589389270188,1.35455466450936,3.16332318952824,2.09416831944578,2.09416831944578
"3407","25_23",25,23,1.10832103338024,1,1.21664206676048,1.87233964790202,1.3123519280398,2.43232736776425,1.49033034064113,1.49033034064113
"3408","25_24",25,24,1.84512070042233,1,2.69024140084466,2.31990759593667,1.79492656491937,2.84488862695397,2.0825141481795,2.0825141481795
"3409","25_25",25,25,1.9391756946868,1,2.8783513893736,2.11193929352948,1.44911631309835,2.77476227396061,2.02555749410814,2.02555749410814
"3410","25_26",25,26,1.18248275083236,1,1.36496550166473,2.5720494119328,1.75947104656295,3.38462777730265,1.87726608138258,1.87726608138258
"3411","25_27",25,27,1.78603183709423,1,2.57206367418845,2.2293710030494,1.69698503668804,2.76175696941075,2.00770142007181,2.00770142007181
"3412","25_28",25,28,1.94418037566846,1,2.88836075133691,2.13784141444181,1.90596127715631,2.36972155172731,2.04101089505513,2.04101089505513
"3413","25_29",25,29,2.05880969440004,1,3.11761938880009,2.42029528175861,1.59645997536458,3.24413058815264,2.23955248807933,2.23955248807933
"3414","25_30",25,30,1.9553859862795,1,2.910771972559,2.53113437619782,1.86379036963679,3.19847838275885,2.24326018123866,2.24326018123866
"3415","25_31",25,31,1.92212836204223,1,2.84425672408447,2.3481253780331,1.34325408163596,3.35299667443024,2.13512687003767,2.13512687003767
"3416","25_32",25,32,2.04829793191582,1,3.09659586383163,2.55131070805432,1.88133508837295,3.22128632773569,2.29980431998507,2.29980431998507
"3417","25_33",25,33,1.75315233101089,1,2.50630466202178,2.25919566155606,1.36484181762164,3.15354950549047,2.00617399628347,2.00617399628347
"3418","25_34",25,34,1.71855065557765,1,2.4371013111553,2.00386988936568,1.58201047160533,2.42572930712603,1.86121027247167,1.86121027247167
"3419","25_35",25,35,1.82098703186798,1,2.64197406373596,2.36900719501623,1.61595908008734,3.12205530994511,2.0949971134421,2.0949971134421
"3420","25_36",25,36,2.03786727830001,1,3.07573455660003,2.39499341120121,2.1171159673657,2.67287085503673,2.21643034475061,2.21643034475061
"3421","25_37",25,37,1.88329402943744,1,2.76658805887489,2.30356740982819,1.48066651911441,3.12646830054196,2.09343071963282,2.09343071963282
"3422","25_38",25,38,1.86818193311555,1,2.73636386623111,2.56962467662871,1.85501568553311,3.2842336677243,2.21890330487213,2.21890330487213
"3423","25_39",25,39,1.94708169667624,1,2.89416339335248,2.68275113159383,1.67661662437997,3.68888563880768,2.31491641413503,2.31491641413503
"3424","25_40",25,40,1.88599532533027,1,2.77199065066054,2.55713367732404,1.62157702663263,3.49269032801544,2.22156450132715,2.22156450132715
"3425","25_41",25,41,2.05282232374131,1,3.10564464748263,2.63087836125837,1.9205852072665,3.34117151525025,2.34185034249984,2.34185034249984
"3426","25_42",25,42,1.9620764488246,1,2.92415289764921,2.5318448980178,1.81308485413407,3.25060494190153,2.2469606734212,2.2469606734212
"3427","25_43",25,43,1.8088270536914,1,2.6176541073828,2.57907754304654,1.95767251488038,3.20048257121271,2.19395229836897,2.19395229836897
"3428","25_44",25,44,1.77106828242787,1,2.54213656485573,2.65440938271671,1.6848065107813,3.62401225465211,2.21273883257229,2.21273883257229
"3429","25_45",25,45,1.99478962121167,1,2.98957924242334,2.50189890446149,1.6424604607363,3.36133734818668,2.24834426283658,2.24834426283658
"3430","25_46",25,46,1.98671602276954,1,2.97343204553908,2.57890459342946,2.10985929276709,3.04794989409183,2.2828103080995,2.2828103080995
"3431","25_47",25,47,1.99377538964808,1,2.98755077929615,2.3837941458402,1.44589250064185,3.32169579103855,2.18878476774414,2.18878476774414
"3432","25_48",25,48,1.65224770761912,1,2.30449541523824,2.50066969323594,1.39114435882566,3.61019502764621,2.07645870042753,2.07645870042753
"3433","25_49",25,49,2.01079646521803,1,3.02159293043605,2.55416435574319,1.92118533355614,3.18714337793024,2.28248041048061,2.28248041048061
"3434","25_50",25,50,1.9066725371239,1,2.8133450742478,2.49787400218798,2.08191755291915,2.9138304514568,2.20227326965594,2.20227326965594
"3435","25_51",25,51,1.91766044646127,1,2.83532089292255,2.68688440673527,1.62321952083744,3.75054929263311,2.30227242659827,2.30227242659827
"3436","25_52",25,52,1.77035874362285,1,2.5407174872457,2.55796300083239,1.68477889460528,3.4311471070595,2.16416087222762,2.16416087222762
"3437","25_53",25,53,1.69698447214387,1,2.39396894428774,2.55351869170175,1.61564539417989,3.49139198922361,2.12525158192281,2.12525158192281
"3438","25_54",25,54,1.87457777484061,1,2.74915554968122,2.25557044577176,1.36949584080976,3.14164505073376,2.06507411030619,2.06507411030619
"3439","25_55",25,55,1.87100094822241,1,2.74200189644481,2.06393044364552,1.53027060745039,2.59759027984064,1.96746569593396,1.96746569593396
"3440","25_56",25,56,1.95430929543105,1,2.90861859086211,2.42822914277538,1.94974703164791,2.90671125390285,2.19126921910322,2.19126921910322
"3441","25_57",25,57,1.93034002023467,1,2.86068004046933,2.36545920630056,1.73274356773735,2.99817484486377,2.14789961326761,2.14789961326761
"3442","25_58",25,58,2.02501412678697,1,3.05002825357395,2.48967425313813,2.04502579767695,2.93432270859932,2.25734418996255,2.25734418996255
"3443","25_59",25,59,1.9120633882802,1,2.8241267765604,2.4099857530246,1.55356771525185,3.26640379079736,2.1610245706524,2.1610245706524
"3444","25_60",25,60,1.91106702194422,1,2.82213404388843,2.35413781394853,1.68587056688738,3.02240506100968,2.13260241794637,2.13260241794637
"3445","25_61",25,61,1.86306987842106,1,2.72613975684212,2.55122218356299,2.07371249877491,3.02873186835108,2.20714603099203,2.20714603099203
"3446","25_62",25,62,1.87025868470358,1,2.74051736940716,2.36720197645746,1.41025173149071,3.32415222142421,2.11873033058052,2.11873033058052
"3447","25_63",25,63,1.87671492440457,1,2.75342984880914,2.37220059334867,1.73563606177416,3.00876512492318,2.12445775887662,2.12445775887662
"3448","25_64",25,64,1.81411397363409,1,2.62822794726819,2.63563156057293,1.66843516619459,3.60282795495127,2.22487276710351,2.22487276710351
"3449","25_65",25,65,1.83504321842894,1,2.67008643685789,2.49917277513966,1.77332913362216,3.22501641665716,2.1671079967843,2.1671079967843
"3450","25_66",25,66,1.88019473630681,1,2.76038947261362,2.54201389520143,1.57046135205304,3.51356643834981,2.21110431575412,2.21110431575412
"3451","25_67",25,67,1.95793663400531,1,2.91587326801063,2.53661345961788,1.89994792634182,3.17327899289395,2.2472750468116,2.2472750468116
"3452","25_68",25,68,1.82704479889205,1,2.6540895977841,2.56627114790024,1.61176891593732,3.52077337986316,2.19665797339615,2.19665797339615
"3453","25_69",25,69,1.80179762562272,1,2.60359525124543,2.55446924072189,1.75349613767552,3.35544234376825,2.1781334331723,2.1781334331723
"3454","25_70",25,70,1.8119706701715,1,2.62394134034299,2.44888258930765,1.65371169037305,3.24405348824226,2.13042662973958,2.13042662973958
"3455","25_71",25,71,1.93841576762754,1,2.87683153525508,2.51042869053971,1.59376118284955,3.42709619822986,2.22442222908362,2.22442222908362
"3456","25_72",25,72,1.83918671445161,1,2.67837342890323,2.37979584541174,1.88971855262904,2.86987313819443,2.10949127993167,2.10949127993167
"3457","25_73",25,73,1.79584280665865,1,2.5916856133173,2.60792381493552,1.80878737677111,3.40706025309994,2.20188331079709,2.20188331079709
"3458","25_74",25,74,1.8376487426331,1,2.6752974852662,2.56707671231312,1.61484186817857,3.51931155644766,2.20236272747311,2.20236272747311
"3459","25_75",25,75,1.98886972126305,1,2.97773944252609,2.49782630423028,1.89110066350178,3.10455194495877,2.24334801274666,2.24334801274666
"3460","25_76",25,76,1.87633007219415,1,2.7526601443883,2.61591804594221,1.7538741328977,3.47796195898672,2.24612405906818,2.24612405906818
"3461","25_77",25,77,1.90944129153536,1,2.81888258307072,2.47670975264953,1.83044466709728,3.12297483820178,2.19307552209244,2.19307552209244
"3462","25_78",25,78,1.93031452964678,1,2.86062905929357,2.55354781335963,1.84672769416295,3.26036793255631,2.24193117150321,2.24193117150321
"3463","25_79",25,79,1.91134349439891,1,2.82268698879783,2.70161251868983,1.97568729686069,3.42753774051897,2.30647800654437,2.30647800654437
"3464","25_80",25,80,1.91523612534461,1,2.83047225068922,2.5428117372084,1.65730778479897,3.42831568961782,2.2290239312765,2.2290239312765
"3465","25_81",25,81,1.87889924935954,1,2.75779849871908,2.20704211357489,1.5914585541355,2.82262567301428,2.04297068146721,2.04297068146721
"3466","25_82",25,82,1.93111367946308,1,2.86222735892616,2.64608074851232,1.84897448762228,3.44318700940236,2.2885972139877,2.2885972139877
"3467","25_83",25,83,1.9385632286986,1,2.87712645739721,2.61765276908753,1.82828692367684,3.40701861449822,2.27810799889307,2.27810799889307
"3468","25_84",25,84,1.8442382609406,1,2.68847652188121,2.47285789346989,1.8949863129929,3.05072947394689,2.15854807720525,2.15854807720525
"3469","25_85",25,85,1.95329254269048,1,2.90658508538096,2.57728696176374,1.85038433607707,3.30418958745041,2.26528975222711,2.26528975222711
"3470","25_86",25,86,1.98408960560877,1,2.96817921121753,2.39996702586594,1.94489487930955,2.85503917242233,2.19202831573736,2.19202831573736
"3471","25_87",25,87,1.91341079770363,1,2.82682159540726,2.56518043294982,1.78860925167395,3.3417516142257,2.23929561532672,2.23929561532672
"3472","25_88",25,88,1.88102464029819,1,2.76204928059637,2.57100620478876,1.69448286001293,3.44752954956459,2.22601542254347,2.22601542254347
"3473","25_89",25,89,1.88709953441872,1,2.77419906883745,2.47872899718582,1.68179590582673,3.27566208854491,2.18291426580227,2.18291426580227
"3474","25_90",25,90,1.97584781743083,1,2.95169563486165,2.60875209839964,1.8912071540982,3.32629704270109,2.29229995791523,2.29229995791523
"3475","25_91",25,91,1.91225049304492,1,2.82450098608984,2.61095821147755,1.82705893049507,3.39485749246003,2.26160435226124,2.26160435226124
"3476","25_92",25,92,1.87285025782881,1,2.74570051565761,2.52515354807545,1.91521531264226,3.13509178350863,2.19900190295213,2.19900190295213
"3477","25_93",25,93,1.82986252053736,1,2.65972504107472,2.50600460558524,1.8600051439466,3.15200406722388,2.1679335630613,2.1679335630613
"3478","25_94",25,94,1.90260287475691,1,2.80520574951381,2.39070797758322,1.57853697762349,3.20287897754295,2.14665542617006,2.14665542617006
"3479","25_95",25,95,1.81505974716888,1,2.63011949433777,2.57348491117003,1.58546143498206,3.561508387358,2.19427232916946,2.19427232916946
"3480","25_96",25,96,1.75464041861897,1,2.50928083723795,2.46145062891892,1.6392324926981,3.28366876513973,2.10804552376895,2.10804552376895
"3481","25_97",25,97,1.88904898599193,1,2.77809797198387,2.54669423739892,1.74609664217867,3.34729183261917,2.21787161169543,2.21787161169543
"3482","25_98",25,98,1.93856156913671,1,2.87712313827342,2.49888019080664,1.85816031324121,3.13960006837206,2.21872087997167,2.21872087997167
"3483","25_99",25,99,1.84768885409138,1,2.69537770818277,2.5303026732268,1.65616474207685,3.40444060437676,2.18899576365909,2.18899576365909
"3484","25_100",25,100,1.85206572966633,1,2.70413145933265,2.52360421530612,1.81484426674394,3.2323641638683,2.18783497248622,2.18783497248622
"3485","25_101",25,101,1.88321389626154,1,2.76642779252308,2.34868315861166,1.63856708828475,3.05879922893858,2.1159485274366,2.1159485274366
"3486","25_102",25,102,1.87800223025486,1,2.75600446050972,2.59255289758306,1.81974063063003,3.3653651645361,2.23527756391896,2.23527756391896
"3487","25_103",25,103,1.97945324659948,1,2.95890649319896,2.52058622520994,1.89629266438548,3.14487978603439,2.25001973590471,2.25001973590471
"3488","25_104",25,104,1.81552800477243,1,2.63105600954486,2.51610861248748,1.62807380461478,3.40414342036018,2.16581830862996,2.16581830862996
"3489","25_105",25,105,1.93726043136051,1,2.87452086272103,2.60665047918115,1.8980316198342,3.3152693385281,2.27195545527083,2.27195545527083
"3490","25_106",25,106,1.90728627833247,1,2.81457255666494,2.50526209174218,1.77722668913825,3.23329749434612,2.20627418503733,2.20627418503733
"3491","25_107",25,107,1.86668785002911,1,2.73337570005821,2.43772365572479,1.73360883704742,3.14183847440216,2.15220575287695,2.15220575287695
