"","unique.sim","sim.number","reps.sampled","link.density.plant_gall","generality.HL.plant_gall","vulnerability.LL.plant_gall","link.density.gall_ptoid","generality.HL.gall_ptoid","vulnerability.LL.gall_ptoid","total_complexity","total_complexity.check"
"46","1_46",1,46,1.84075522503933,1,2.68151045007865,2.25503567955163,1.55667134407124,2.95340001503202,2.04789545229548,2.04789545229548
"47","1_47",1,47,1.8547167046951,1,2.70943340939021,2.27073962738019,2.07322836182836,2.46825089293202,2.06272816603765,2.06272816603765
"48","1_48",1,48,1.83472528010707,1,2.66945056021414,2.26881132633524,1.83524501917926,2.70237763349123,2.05176830322116,2.05176830322116
"49","1_49",1,49,1.84926009968936,1,2.69852019937873,2.4274321257308,1.57723022636318,3.27763402509841,2.13834611271008,2.13834611271008
"50","1_50",1,50,1.63620330601646,1,2.27240661203292,2.3934384067028,1.40770001768755,3.37917679571806,2.01482085635963,2.01482085635963
"51","1_51",1,51,1.94520028486993,1,2.89040056973987,2.50339532655443,1.98264609241898,3.02414456068987,2.22429780571218,2.22429780571218
"52","1_52",1,52,1.83300822388852,1,2.66601644777704,2.30175208261151,1.61110982977421,2.9923943354488,2.06738015325001,2.06738015325001
"53","1_53",1,53,1.95656010174476,1,2.91312020348951,2.05500445609403,1.32301452124141,2.78699439094666,2.00578227891939,2.00578227891939
"54","1_54",1,54,2.03851766082674,1,3.07703532165348,2.48408681717747,2.07179872031799,2.89637491403695,2.2613022390021,2.2613022390021
"55","1_55",1,55,2.01115866182468,1,3.02231732364935,2.63583126548104,2.16711219212034,3.10455033884174,2.32349496365286,2.32349496365286
"56","1_56",1,56,1.94497347341062,1,2.88994694682124,2.48771411137566,1.6851394712948,3.29028875145653,2.21634379239314,2.21634379239314
"57","1_57",1,57,1.95781790690628,1,2.91563581381256,2.78924461631834,2.01980385206551,3.55868538057116,2.37353126161231,2.37353126161231
"58","1_58",1,58,1.89171332629332,1,2.78342665258664,2.31303205366247,1.71362343509465,2.91244067223029,2.1023726899779,2.1023726899779
"59","1_59",1,59,1.84374641719993,1,2.68749283439987,2.45166607270546,1.87591445977348,3.02741768563743,2.1477062449527,2.1477062449527
"60","1_60",1,60,1.8122709427491,1,2.6245418854982,2.44109164666286,1.66790658651147,3.21427670681425,2.12668129470598,2.12668129470598
"61","1_61",1,61,1.88666007970767,1,2.77332015941534,2.36281642443303,1.6603527403733,3.06528010849275,2.12473825207035,2.12473825207035
"62","1_62",1,62,1.90228909137708,1,2.80457818275416,2.34398776689662,1.59959210332946,3.08838343046378,2.12313842913685,2.12313842913685
"63","1_63",1,63,1.98862716634208,1,2.97725433268417,2.64546106480062,1.76178450194603,3.5291376276552,2.31704411557135,2.31704411557135
"64","1_64",1,64,1.74575827233771,1,2.49151654467541,2.46342029064405,1.6735652985311,3.253275282757,2.10458928149088,2.10458928149088
"65","1_65",1,65,1.96536870869372,1,2.93073741738745,2.45720451776048,1.60818745124728,3.30622158427368,2.2112866132271,2.2112866132271
"66","1_66",1,66,1.99539627750768,1,2.99079255501536,2.22320168581821,1.73649184297089,2.70991152866553,2.10929898166295,2.10929898166295
"67","1_67",1,67,1.95409774132668,1,2.90819548265336,2.40638702572546,1.59073467190187,3.22203937954904,2.18024238352607,2.18024238352607
"68","1_68",1,68,1.92964950960679,1,2.85929901921358,2.5515266790857,1.78574651453095,3.31730684364046,2.24058809434625,2.24058809434625
"69","1_69",1,69,1.81460149343474,1,2.62920298686949,2.30448136365821,1.76701329368244,2.84194943363397,2.05954142854647,2.05954142854647
"70","1_70",1,70,1.9427317702353,1,2.8854635404706,2.49399913468567,1.55801688201066,3.42998138736067,2.21836545246048,2.21836545246048
"71","1_71",1,71,1.86847357757624,1,2.73694715515248,2.41001647449693,1.93109806963328,2.88893487936057,2.13924502603658,2.13924502603658
"72","1_72",1,72,1.8483290300851,1,2.6966580601702,2.46701190139151,1.71427573882118,3.21974806396184,2.1576704657383,2.1576704657383
"73","1_73",1,73,1.9199196610343,1,2.8398393220686,2.68734220487592,1.93703695573707,3.43764745401477,2.30363093295511,2.30363093295511
"74","1_74",1,74,1.97012100120902,1,2.94024200241804,2.70261082108501,1.94524841053209,3.45997323163794,2.33636591114702,2.33636591114702
"75","1_75",1,75,1.84068759575926,1,2.68137519151853,2.52337054440937,1.94332080896005,3.1034202798587,2.18202907008432,2.18202907008432
"76","1_76",1,76,1.90479682520246,1,2.80959365040492,2.61863850221891,1.76100967826951,3.4762673261683,2.26171766371068,2.26171766371068
"77","1_77",1,77,1.87793927182396,1,2.75587854364792,2.54990281895997,1.57984770372479,3.51995793419516,2.21392104539197,2.21392104539197
"78","1_78",1,78,1.83659249190614,1,2.67318498381228,2.62779698698126,1.84012547848847,3.41546849547405,2.2321947394437,2.2321947394437
"79","1_79",1,79,1.77526500372735,1,2.55053000745469,2.25822776457861,1.54076389879566,2.97569163036156,2.01674638415298,2.01674638415298
"80","1_80",1,80,1.93707004302268,1,2.87414008604536,2.5938239828477,1.70785884412305,3.47978912157235,2.26544701293519,2.26544701293519
"81","1_81",1,81,1.81965056354577,1,2.63930112709154,2.36752004961852,1.5112043036814,3.22383579555564,2.09358530658214,2.09358530658214
"82","1_82",1,82,1.90154972437045,1,2.80309944874089,2.40865653791887,1.74374712823714,3.0735659476006,2.15510313114466,2.15510313114466
"83","1_83",1,83,1.90651885554055,1,2.81303771108111,2.4087783210018,1.63027861099214,3.18727803101145,2.15764858827118,2.15764858827118
"84","1_84",1,84,1.96630911639791,1,2.93261823279583,2.48908722998775,1.75468670080964,3.22348775916586,2.22769817319283,2.22769817319283
"85","1_85",1,85,1.85737030365673,1,2.71474060731345,2.53576294071487,1.78503278183959,3.28649309959016,2.1965666221858,2.1965666221858
"86","1_86",1,86,1.9325573939874,1,2.86511478797479,2.50677183897426,1.64019474732055,3.37334893062797,2.21966461648083,2.21966461648083
"87","1_87",1,87,1.87997197779409,1,2.75994395558819,2.49227387207151,1.54181461607525,3.44273312806776,2.1861229249328,2.1861229249328
"88","1_88",1,88,1.93655587259217,1,2.87311174518435,2.5550352108807,1.80926864507397,3.30080177668744,2.24579554173644,2.24579554173644
"89","1_89",1,89,1.79560280900651,1,2.59120561801302,2.36861374896772,1.5261646806175,3.21106281731795,2.08210827898712,2.08210827898712
"90","1_90",1,90,1.81985154928913,1,2.63970309857826,2.55251346749195,1.58912888978055,3.51589804520336,2.18618250839054,2.18618250839054
"91","1_91",1,91,1.91222857178229,1,2.82445714356459,2.63016781139507,1.78123440597132,3.47910121681881,2.27119819158868,2.27119819158868
"92","1_92",1,92,1.89937625038688,1,2.79875250077376,2.59609907334091,1.77988067136447,3.41231747531734,2.24773766186389,2.24773766186389
"93","1_93",1,93,1.92142590181,1,2.84285180362,2.33876066212379,1.77567124879068,2.9018500754569,2.13009328196689,2.13009328196689
"94","1_94",1,94,1.94918445630966,1,2.89836891261933,2.37176998473429,1.83461580763163,2.90892416183695,2.16047722052198,2.16047722052198
"95","1_95",1,95,1.88091549521687,1,2.76183099043375,2.48626272001659,1.55174750931264,3.42077793072053,2.18358910761673,2.18358910761673
"96","1_96",1,96,1.90731102562239,1,2.81462205124479,2.5560831969658,1.79977475972377,3.31239163420782,2.2316971112941,2.2316971112941
"97","1_97",1,97,1.87107597105774,1,2.74215194211548,2.47558648380218,1.59276442046314,3.35840854714122,2.17333122742996,2.17333122742996
"98","1_98",1,98,1.89053984909981,1,2.78107969819962,2.61167525886189,1.77965251911274,3.44369799861104,2.25110755398085,2.25110755398085
"99","1_99",1,99,1.85562697104016,1,2.71125394208032,2.5187707701056,1.75875421299188,3.27878732721932,2.18719887057288,2.18719887057288
"100","1_100",1,100,1.88304912582911,1,2.76609825165822,2.36831247039405,1.57851080109909,3.15811413968901,2.12568079811158,2.12568079811158
"101","1_101",1,101,1.94408257133333,1,2.88816514266667,2.51432197616908,1.7981600147186,3.23048393761956,2.22920227375121,2.22920227375121
"102","1_102",1,102,1.92157869375852,1,2.84315738751705,2.53468799926126,1.67655332840484,3.39282267011768,2.22813334650989,2.22813334650989
"103","1_103",1,103,1.88966829329253,1,2.77933658658505,2.44655416322816,1.76853905019026,3.12456927626605,2.16811122826034,2.16811122826034
"104","1_104",1,104,1.83386496350779,1,2.66772992701557,2.56722081242755,1.68296151664658,3.45148010820853,2.20054288796767,2.20054288796767
"105","1_105",1,105,1.93112664632476,1,2.86225329264952,2.56513487012633,1.85277710581718,3.27749263443547,2.24813075822554,2.24813075822554
"106","1_106",1,106,1.87504672197138,1,2.75009344394277,2.53442964485497,1.65111580693038,3.41774348277956,2.20473818341318,2.20473818341318
"107","1_107",1,107,1.88400439029065,1,2.7680087805813,2.49906378311301,1.82487812643218,3.17324943979384,2.19153408670183,2.19153408670183
"108","1_108",1,108,1.90284594652756,1,2.80569189305512,2.57564653376174,1.80744361999522,3.34384944752826,2.23924624014465,2.23924624014465
"109","1_109",1,109,1.86604234683969,1,2.73208469367938,2.52358153948134,1.74229238668576,3.30487069227693,2.19481194316052,2.19481194316052
"110","1_110",1,110,1.89830018230945,1,2.7966003646189,2.60197223510429,1.84391491971919,3.36002955048939,2.25013620870687,2.25013620870687
"111","1_111",1,111,1.89852323677119,1,2.79704647354237,2.52671955812671,1.64690376235594,3.40653535389748,2.21262139744895,2.21262139744895
"112","1_112",1,112,1.88411435192193,1,2.76822870384387,2.46135258755655,1.62855498960981,3.2941501855033,2.17273346973924,2.17273346973924
"113","1_113",1,113,1.92093355921338,1,2.84186711842676,2.57680904436193,1.86596820225592,3.28764988646794,2.24887130178766,2.24887130178766
"114","1_114",1,114,1.89859609651912,1,2.79719219303825,2.50923768935076,1.84226424410232,3.1762111345992,2.20391689293494,2.20391689293494
"115","1_115",1,115,1.94622270431676,1,2.89244540863351,2.42641238978193,1.76870720548553,3.08411757407833,2.18631754704934,2.18631754704934
"116","1_116",1,116,1.89016769502428,1,2.78033539004856,2.59116804643841,1.82258272364384,3.35975336923298,2.24066787073135,2.24066787073135
"117","1_117",1,117,1.91419949670467,1,2.82839899340934,2.54138456077219,1.79464843923427,3.28812068231011,2.22779202873843,2.22779202873843
"118","1_118",1,118,1.90752161330237,1,2.81504322660474,2.59043261532132,1.80363444764178,3.37723078300086,2.24897711431184,2.24897711431184
"119","1_119",1,119,1.89446115678574,1,2.78892231357148,2.54521363621437,1.66232945823389,3.42809781419486,2.21983739650006,2.21983739650006
"120","1_120",1,120,1.86247365059112,1,2.72494730118223,2.52395788883444,1.71370119660515,3.33421458106372,2.19321576971278,2.19321576971278
"121","1_121",1,121,1.91193689532381,1,2.82387379064762,2.57138428042306,1.81949527934542,3.32327328150071,2.24166058787344,2.24166058787344
"122","1_122",1,122,1.86248933903122,1,2.72497867806245,2.56294473875214,1.78761453269343,3.33827494481085,2.21271703889168,2.21271703889168
"123","1_123",1,123,1.92256886234505,1,2.8451377246901,2.55586873596104,1.83202852229499,3.2797089496271,2.23921879915305,2.23921879915305
"124","1_124",1,124,1.91112802856006,1,2.82225605712012,2.56571164276759,1.7923118249118,3.33911146062339,2.23841983566383,2.23841983566383
"125","1_125",1,125,1.9426925791707,1,2.8853851583414,2.60126784604494,1.85590919429269,3.34662649779719,2.27198021260782,2.27198021260782
"126","1_126",1,126,1.90812062327592,1,2.81624124655183,2.53397681511072,1.76013620432805,3.30781742589339,2.22104871919332,2.22104871919332
"127","1_127",1,127,1.92469378094495,1,2.84938756188989,2.57752067261254,1.85958629441691,3.29545505080818,2.25110722677874,2.25110722677874
"128","1_128",1,128,1.86856200357379,1,2.73712400714759,2.54332241756201,1.64406958713505,3.44257524798897,2.2059422105679,2.2059422105679
"129","1_129",1,129,1.87807096434078,1,2.75614192868155,2.58084759819899,1.79649898232301,3.36519621407497,2.22945928126988,2.22945928126988
"130","1_130",1,130,1.93400850683632,1,2.86801701367263,2.574670713259,1.81419976476307,3.33514166175493,2.25433961004766,2.25433961004766
"131","1_131",1,131,1.91115143199073,1,2.82230286398146,2.58197435085459,1.66606395167113,3.49788475003806,2.24656289142266,2.24656289142266
"132","1_132",1,132,1.89946975068426,1,2.79893950136852,2.55774779548659,1.77004728014657,3.34544831082662,2.22860877308543,2.22860877308543
"133","1_133",1,133,1.90692517791269,1,2.81385035582538,2.57469937855126,1.78187031854904,3.36752843855348,2.24081227823198,2.24081227823198
"134","1_134",1,134,1.88143075693331,1,2.76286151386661,2.55765236473,1.79792206668199,3.31738266277802,2.21954156083165,2.21954156083165
"135","1_135",1,135,1.86843917607703,1,2.73687835215405,2.60952171520804,1.81959282174518,3.39945060867091,2.23898044564254,2.23898044564254
"136","1_136",1,136,1.90554658244805,1,2.8110931648961,2.53010195023555,1.78299281385592,3.27721108661519,2.2178242663418,2.2178242663418
"137","1_137",1,137,1.89242223593638,1,2.78484447187276,2.56099689031253,1.78598573593496,3.3360080446901,2.22670956312445,2.22670956312445
"138","1_138",1,138,1.90074987237787,1,2.80149974475575,2.55722411188013,1.78759832343506,3.32684990032519,2.228986992129,2.228986992129
"139","1_139",1,139,1.89861257085424,1,2.79722514170849,2.55722411188013,1.78759832343506,3.32684990032519,2.22791834136719,2.22791834136719
"140","1_140",1,140,1.90582381008338,1,2.81164762016676,2.57529111334458,1.8040883858177,3.34649384087147,2.24055746171398,2.24055746171398
"141","1_141",1,141,1.90074987237787,1,2.80149974475575,2.55722411188013,1.78759832343506,3.32684990032519,2.228986992129,2.228986992129
"142","2_1",2,1,NA,NA,NA,NA,NA,NA,NA,NA
"143","2_2",2,2,NA,NA,NA,1,1,1,NA,NA
"144","2_3",2,3,1,NA,NA,1.32469244423306,1.64938488846612,1,1.16234622211653,NA
"145","2_4",2,4,1.44494078742115,1,1.88988157484231,1,1,1,1.22247039371058,1.22247039371058
"146","2_5",2,5,1.95215311207077,1,2.90430622414154,1.97826827104293,1.77216329267897,2.18437324940689,1.96521069155685,1.96521069155685
"147","2_6",2,6,1.37738267530166,1,1,2.32887142344833,1.33333333333333,3.32440951356333,1.853127049375,1.66443571172417
"148","2_7",2,7,1.18478183583604,1,1.36956367167207,1.45710678118655,1,1.91421356237309,1.32094430851129,1.32094430851129
"149","2_8",2,8,2.08181757592978,1,3.16363515185956,2.02782393325203,1.66436794032334,2.39127992618071,2.0548207545909,2.0548207545909
"150","2_9",2,9,1.16075126646495,1,1.32150253292991,1.9172257224903,1.60145809366854,2.23299335131206,1.53898849447763,1.53898849447763
"151","2_10",2,10,1.40948425582659,1,1.81896851165317,2.03615019873128,1.40632226836349,2.66597812909907,1.72281722727893,1.72281722727893
"152","2_11",2,11,2.12829290783835,1,3.2565858156767,2.32623010552877,1.41071457300414,3.2417456380534,2.22726150668356,2.22726150668356
"153","2_12",2,12,1.11965771536453,1,1.23931543072907,2.12597565292184,1.50559708980349,2.74635421604018,1.62281668414319,1.62281668414319
"154","2_13",2,13,1.84328921625431,1,2.68657843250862,1.92260491063386,1.76100691398439,2.08420290728332,1.88294706344408,1.88294706344408
"155","2_14",2,14,1.89063073846142,1,2.78126147692284,2.0053015624678,1.77848375564494,2.23211936929067,1.94796615046461,1.94796615046461
"156","2_15",2,15,1.60077755164626,1,2.20155510329252,2.19874439062265,1.35773782177097,3.03975095947433,1.89976097113446,1.89976097113446
"157","2_16",2,16,1.22878463249055,1,1.45756926498109,2.25279915710592,1.39317385502978,3.11242445918207,1.74079189479823,1.74079189479823
"158","2_17",2,17,2.21202310826309,1,3.42404621652617,2.3432123773002,2.11228449334572,2.57414026125469,2.27761774278164,2.27761774278164
"159","2_18",2,18,1.73178429290143,1,2.46356858580285,1.88505474795571,1.39365376563384,2.37645573027758,1.80841952042857,1.80841952042857
"160","2_19",2,19,1.99615004008303,1,2.99230008016606,2.23241049184823,1.54241683547683,2.92240414821964,2.11428026596563,2.11428026596563
"161","2_20",2,20,1.86237834084557,1,2.72475668169115,2.21211008676051,1.37500771391166,3.04921245960936,2.03724421380304,2.03724421380304
"162","2_21",2,21,1.73062749139541,1,2.46125498279083,2.46203221041197,1.56439674669391,3.35966767413002,2.09632985090369,2.09632985090369
"163","2_22",2,22,2.14178582490949,1,3.28357164981897,1.80461061812579,1.34247868304928,2.2667425532023,1.97319822151764,1.97319822151764
"164","2_23",2,23,2.0392783349646,1,3.07855666992921,1.99989092714224,1.41140818948409,2.5883736648004,2.01958463105342,2.01958463105342
"165","2_24",2,24,1.9691041173152,1,2.9382082346304,2.21457965994486,1.62147417965285,2.80768514023686,2.09184188863003,2.09184188863003
"166","2_25",2,25,1.94651785722814,1,2.89303571445628,2.41706142687757,1.69876733901349,3.13535551474165,2.18178964205285,2.18178964205285
"167","2_26",2,26,1.77541273878752,1,2.55082547757504,2.37795060558786,1.28798517824861,3.46791603292712,2.07668167218769,2.07668167218769
"168","2_27",2,27,1.9689857275738,1,2.9379714551476,2.39058565247685,1.67054876631583,3.11062253863787,2.17978569002533,2.17978569002533
"169","2_28",2,28,1.78936205259354,1,2.57872410518707,2.25345893731543,1.62016375439465,2.8867541202362,2.02141049495448,2.02141049495448
"170","2_29",2,29,1.99112789459328,1,2.98225578918655,2.29843998172781,1.47414041145728,3.12273955199835,2.14478393816055,2.14478393816055
"171","2_30",2,30,1.89183007033757,1,2.78366014067515,2.59182780723945,1.4476654445451,3.7359901699338,2.24182893878851,2.24182893878851
"172","2_31",2,31,1.82859535500125,1,2.6571907100025,2.46903622772821,1.57809031148784,3.35998214396857,2.14881579136473,2.14881579136473
"173","2_32",2,32,1.14919104420179,1,1.29838208840359,2.36728713280575,1.65737159945727,3.07720266615422,1.75823908850377,1.75823908850377
"174","2_33",2,33,1.2223372958588,1,1.4446745917176,2.34778470232771,1.63581313109392,3.05975627356151,1.78506099909326,1.78506099909326
"175","2_34",2,34,1.81733577015818,1,2.63467154031636,2.42715511940246,1.88394471784712,2.97036552095781,2.12224544478032,2.12224544478032
"176","2_35",2,35,1.14779492501233,1,1.29558985002466,2.34176476101022,1.39356507889915,3.28996444312129,1.74477984301128,1.74477984301128
"177","2_36",2,36,2.04586185107107,1,3.09172370214214,2.54527392183159,1.88773712850291,3.20281071516027,2.29556788645133,2.29556788645133
"178","2_37",2,37,1.92333747441832,1,2.84667494883664,2.52335613500785,2.04803161035634,2.99868065965935,2.22334680471308,2.22334680471308
"179","2_38",2,38,1.95610935971006,1,2.91221871942013,2.09374864570852,1.31344716660587,2.87405012481117,2.02492900270929,2.02492900270929
"180","2_39",2,39,1.87656728334297,1,2.75313456668595,2.17555676054218,1.47457007164341,2.87654344944096,2.02606202194258,2.02606202194258
"181","2_40",2,40,1.94738202539422,1,2.89476405078844,2.43188471247673,1.90387437213337,2.95989505282009,2.18963336893548,2.18963336893548
"182","2_41",2,41,1.98580712305949,1,2.97161424611898,2.76054223712937,1.84629650832862,3.67478796593013,2.37317468009443,2.37317468009443
"183","2_42",2,42,1.76682060621613,1,2.53364121243226,2.41216996504106,1.46522906335061,3.35911086673151,2.0894952856286,2.0894952856286
"184","2_43",2,43,1.87366297586717,1,2.74732595173434,2.34202747306394,1.72145618509242,2.96259876103545,2.10784522446555,2.10784522446555
"185","2_44",2,44,1.90503465049623,1,2.81006930099247,2.48602645809029,1.74891998762331,3.22313292855727,2.19553055429326,2.19553055429326
"186","2_45",2,45,1.9135760180212,1,2.82715203604241,2.32739269653738,1.73726966457941,2.91751572849535,2.12048435727929,2.12048435727929
"187","2_46",2,46,2.08312186342869,1,3.16624372685738,2.26836818561555,1.7114987052137,2.8252376660174,2.17574502452212,2.17574502452212
"188","2_47",2,47,1.93443138602825,1,2.8688627720565,2.68295457542594,1.83825483347992,3.52765431737196,2.3086929807271,2.3086929807271
"189","2_48",2,48,1.83250520347062,1,2.66501040694124,2.40091230060057,1.52578463044173,3.2760399707594,2.11670875203559,2.11670875203559
"190","2_49",2,49,1.90058099471471,1,2.80116198942941,2.43614167392664,1.99866899583731,2.87361435201598,2.16836133432068,2.16836133432068
"191","2_50",2,50,1.77340167993561,1,2.54680335987122,2.43313806053786,1.72704758584224,3.13922853523347,2.10326987023673,2.10326987023673
"192","2_51",2,51,1.81614204224251,1,2.63228408448503,2.48258217901328,1.39845804332286,3.5667063147037,2.1493621106279,2.1493621106279
"193","2_52",2,52,1.7547116493451,1,2.50942329869019,2.41679107819527,1.58541118766302,3.24817096872752,2.08575136377018,2.08575136377018
"194","2_53",2,53,2.01035458854685,1,3.0207091770937,2.592693771719,1.91725193385128,3.26813560958672,2.30152418013293,2.30152418013293
"195","2_54",2,54,1.84875671136124,1,2.69751342272248,2.53129459175434,1.62086733765777,3.44172184585091,2.19002565155779,2.19002565155779
"196","2_55",2,55,1.85950703115978,1,2.71901406231956,2.31038539618174,1.55782802863979,3.06294276372368,2.08494621367076,2.08494621367076
"197","2_56",2,56,1.87839096457282,1,2.75678192914565,2.5497132302657,1.98238761720257,3.11703884332883,2.21405209741926,2.21405209741926
"198","2_57",2,57,1.93677391367916,1,2.87354782735831,2.39924447733212,1.71973996888391,3.07874898578033,2.16800919550564,2.16800919550564
"199","2_58",2,58,1.95961466316684,1,2.91922932633367,2.34263276469353,1.94261532219368,2.74265020719338,2.15112371393018,2.15112371393018
"200","2_59",2,59,1.8335558148625,1,2.667111629725,2.41698268356593,1.51956733964698,3.31439802748488,2.12526924921421,2.12526924921421
