"","unique.sim","sim.number","plants.sampled","Genotype","link.density.plant_gall","vulnerability.plant_gall","generality.plant_gall","link.density.gall_ptoid","vulnerability.gall_ptoid","generality.gall_ptoid","total_complexity"
"44","2_4_S","2",4,"S",1.53740157893565,2.0748031578713,1,2.23819317534498,3.0950085329004,1.38137781778956,1.88779737714032
"45","2_4_T","2",4,"T",1.20870559056587,1.41741118113173,1,1,1,1,1.10435279528293
"46","2_4_V","2",4,"V",1.1871446881336,1.3742893762672,1,1.68258676165553,2.36517352331106,1,1.43486572489456
"47","2_4_W","2",4,"W",1.2681085930502,1.53621718610039,1,1.74924033199851,1.8126723038486,1.68580836014842,1.50867446252435
"48","2_4_X","2",4,"X",1.54102685679246,2.08205371358491,1,1.37702777532399,1.48773003571951,1.26632551492848,1.45902731605822
"49","2_4_Y","2",4,"Y",1.75334603446053,2.50669206892106,1,1,1,1,1.37667301723026
"50","2_4_Z","2",4,"Z",1.10155351312869,1.20310702625738,1,2.35453964887768,3.70907929775537,1,1.72804658100319
"51","3_4_C","3",4,"C",1.90996272939205,2.8199254587841,1,1.40005487675325,1.80010975350649,1,1.65500880307265
"52","3_4_A","3",4,"A",1.19207274423084,1.38414548846169,1,1,1,1,1.09603637211542
"53","3_4_B","3",4,"B",1.62177555625029,2.24355111250057,1,1.48376486274186,1.67090253386962,1.2966271916141,1.55277020949607
"54","3_4_D","3",4,"D",1.8663407602185,2.73268152043699,1,1.24176535023879,1.48353070047759,1,1.55405305522864
"55","3_4_E","3",4,"E",1.32469244423306,1.64938488846612,1,1,1,1,1.16234622211653
"56","3_4_F","3",4,"F",1.6147163518122,2.2294327036244,1,2.04783176603764,2.71428571428571,1.38137781778956,1.83127405892492
"57","3_4_G","3",4,"G",1.51474637660964,2.02949275321927,1,1,1,1,1.25737318830482
"58","3_4_H","3",4,"H",2.10077504916308,3.20155009832617,1,1.5,1,2,1.80038752458154
