"","Number.of.Genotypes","Weighted.Linkage.Density"
"13147",23,2.22484249866303
"13148",24,2.1849329567816
"13149",25,2.23046155880991
"13150",26,2.22484249866303
"13151",2,1.5
"13152",3,2.4521733861558
"13153",4,1.37053581802927
"13154",5,2.27723381238856
"13155",6,2.04291738042178
"13156",7,1.89749582870513
"13157",8,2.49822248347999
"13158",9,1.77601795694332
"13159",10,1.92892312539327
"13160",11,2.22376174025607
"13161",12,2.18170950067614
"13162",13,2.34667274860459
"13163",14,2.13378242508562
"13164",15,2.23046155880991
"13165",16,2.30836562842548
"13166",17,2.22009107287692
"13167",18,2.20502663208513
"13168",19,2.29110933333102
"13169",20,2.23046155880991
"13170",21,2.23046155880991
"13171",22,2.29421624013805
"13172",23,2.1781511970577
"13173",24,2.22484249866303
"13174",25,2.23046155880991
"13175",26,2.22484249866303
"13176",2,1.5
"13177",3,1.4063361519243
"13178",4,1.5
"13179",5,2.11614844711019
"13180",6,1.75421643223804
"13181",7,2.13129352070101
"13182",8,2.1905232071484
"13183",9,2.355305785092
"13184",10,2.00817743729941
"13185",11,2.57255482746094
"13186",12,2.33077422974144
"13187",13,2.42195034470302
"13188",14,2.216180027828
"13189",15,2.35845708091178
"13190",16,2.303846229569
"13191",17,2.26399075667872
"13192",18,2.27723381186822
"13193",19,2.25044314488306
"13194",20,2.23046155880991
"13195",21,2.22484249866303
"13196",22,2.31614910797169
"13197",23,2.25622715183688
"13198",24,2.14563010522011
"13199",25,2.23046155880991
"13200",26,2.22484249866303
"13201",2,2.24803482027737
"13202",3,2.43384762628278
"13203",4,2.41960082528077
"13204",5,1.79858686966997
"13205",6,2.32978473794588
"13206",7,2.3928923229334
"13207",8,2.17113416984515
"13208",9,2.26073923986199
"13209",10,2.4091025819798
"13210",11,1.96575676050036
"13211",12,2.61670939842178
"13212",13,1.82713597454907
"13213",14,2.45588447408305
"13214",15,2.33979972109048
"13215",16,2.31886514872797
"13216",17,2.27394493735401
"13217",18,2.31575013741731
"13218",19,2.21975179559486
"13219",20,2.26665880617109
"13220",21,2.18201832588399
"13221",22,2.29421624013805
"13222",23,2.13555658754725
"13223",24,2.23046155880991
"13224",25,2.22484249866303
"13225",26,2.22484249866303
"13226",2,2.14652401576232
"13227",3,2.19690392444624
"13228",4,2.11835139483217
"13229",5,2.38617265842822
"13230",6,2.2973249617121
"13231",7,2.32614143621158
"13232",8,1.81769214640299
"13233",9,2.21973542751942
"13234",10,2.21409635920298
"13235",11,2.3377177359864
"13236",12,2.69900942686541
"13237",13,2.35431669749246
"13238",14,2.17173958368654
"13239",15,2.47900484580055
"13240",16,2.215507639195
"13241",17,2.30683063890401
"13242",18,2.37265434798358
"13243",19,2.24446226917657
"13244",20,2.2483814444268
"13245",21,2.1781511970577
"13246",22,2.23046155880991
"13247",23,2.22484249866303
"13248",24,2.1781511970577
"13249",25,2.22484249866303
"13250",26,2.22484249866303
"13251",2,2.13374374187517
"13252",3,2.22544232132721
"13253",4,2.18236914690863
"13254",5,2.59912085710909
"13255",6,1.2
"13256",7,2.37525364667287
"13257",8,2.05086599035322
"13258",9,2.31296540097835
"13259",10,2.21409635920298
"13260",11,2.21459777248617
"13261",12,2.09086110910549
"13262",13,2.3450492215459
"13263",14,2.35310831152003
"13264",15,2.39762175484282
"13265",16,2.31383065614726
"13266",17,2.2384771296262
"13267",18,2.25622715183688
"13268",19,2.1849329567816
"13269",20,2.21997781457617
"13270",21,2.3099027304798
"13271",22,2.31614910797169
"13272",23,2.25622715183688
"13273",24,2.23046155880991
"13274",25,2.23046155880991
"13275",26,2.22484249866303
"13276",2,1.72688810060425
"13277",3,2.4521733861558
"13278",4,1.5
"13279",5,2.21723904353294
"13280",6,2.05229500638466
"13281",7,2.23344641188403
"13282",8,2.37378032743379
"13283",9,2.30703540658854
"13284",10,2.23657382966478
"13285",11,2.33353184675705
"13286",12,2.26699474486474
"13287",13,2.53764827200879
"13288",14,2.39004055652085
"13289",15,2.39557013783486
"13290",16,2.27011225985851
"13291",17,2.10983274023819
"13292",18,2.19774815685604
"13293",19,2.27529462658435
"13294",20,2.1781511970577
"13295",21,2.27394493735401
"13296",22,2.31614910797169
"13297",23,2.1781511970577
"13298",24,2.1849329567816
"13299",25,2.22484249866303
"13300",26,2.22484249866303
"13301",2,1.55580372704391
"13302",3,1
"13303",4,1.20293277764566
"13304",5,2.28307261178147
"13305",6,2.36958519353614
"13306",7,2.30777484708378
"13307",8,1.59190067626527
"13308",9,2.55919246692761
"13309",10,2.28962829660229
"13310",11,2.16334997687022
"13311",12,2.41382709691056
"13312",13,2.13524453511048
"13313",14,2.2041387797186
"13314",15,2.23046155880991
"13315",16,2.38269399380991
"13316",17,2.22647431486743
"13317",18,2.14915791885528
"13318",19,2.1781511970577
"13319",20,2.29109951087708
"13320",21,2.1849329567816
"13321",22,2.24584525349332
"13322",23,2.23046155880991
"13323",24,2.22484249866303
"13324",25,2.22484249866303
"13325",26,2.22484249866303
"13326",2,2.25237608177065
"13327",3,2.34854416245075
"13328",4,2.28491141098199
"13329",5,1.63417530551584
"13330",6,1.99529998182258
"13331",7,2.16874934121694
"13332",8,1.90919182928608
"13333",9,1.73157856808286
"13334",10,2.37020382638108
"13335",11,2.125240542432
"13336",12,2.27548034068912
"13337",13,2.41215327895326
"13338",14,2.4727304739487
"13339",15,2.24840022069779
"13340",16,2.54820788422791
"13341",17,2.18425476879835
"13342",18,2.27284070748453
"13343",19,2.3099027304798
"13344",20,2.1781511970577
"13345",21,2.14563010522011
"13346",22,2.18201832588399
"13347",23,2.1849329567816
"13348",24,2.22484249866303
"13349",25,2.23046155880991
"13350",26,2.22484249866303
"13351",2,2.27371651077454
"13352",3,1.4867443254297
"13353",4,2
"13354",5,2.25140099557167
"13355",6,2.2378088696633
"13356",7,2.35802643668367
"13357",8,2.37772718873508
"13358",9,2.38445969957036
"13359",10,1.87132581702489
"13360",11,2.22009107287692
"13361",12,2.33268998854492
"13362",13,1.9226592318698
"13363",14,2.31937849485266
"13364",15,2.3891636210587
"13365",16,2.40351810964874
"13366",17,2.22085903847015
"13367",18,2.33195382272193
"13368",19,2.14563010522011
"13369",20,2.25191161421597
"13370",21,2.23046155880991
"13371",22,2.29421624013805
"13372",23,2.24584525349332
"13373",24,2.1849329567816
"13374",25,2.22484249866303
"13375",26,2.22484249866303
"13376",2,2.17316735253027
"13377",3,1.90571835100119
"13378",4,2.67161323578863
"13379",5,2.26133897460071
"13380",6,2.31763020491711
"13381",7,2.04844066536449
"13382",8,2.29319793110265
"13383",9,2.10806502050532
"13384",10,2.43906873455862
"13385",11,2.45606409691353
"13386",12,2.27776618013543
"13387",13,2.42944817839192
"13388",14,2.17297778216961
"13389",15,2.1331736060599
"13390",16,2.30836562842548
"13391",17,2.28563391192655
"13392",18,2.12953732602406
"13393",19,2.13524453511048
"13394",20,2.21493262612398
"13395",21,2.29110933333102
"13396",22,2.22484249866303
"13397",23,2.23046155880991
"13398",24,2.23046155880991
"13399",25,2.23046155880991
"13400",26,2.22484249866303
"13401",2,1.85239867163007
"13402",3,2.65092927090127
"13403",4,2.02927752867698
"13404",5,2.40073465080122
"13405",6,2.04170739217711
"13406",7,2.27861125174823
"13407",8,2.05583420814965
"13408",9,2.71500339176596
"13409",10,2.24577116047662
"13410",11,2.20932154844893
"13411",12,2.36574498670076
"13412",13,2.29072580134415
"13413",14,2.48335798426045
"13414",15,2.45690376670594
"13415",16,2.38269399380991
"13416",17,2.37513047388523
"13417",18,2.24584525349332
"13418",19,2.35250421738587
"13419",20,2.29366290439951
"13420",21,2.25257351004524
"13421",22,2.31614910797169
"13422",23,2.24584525349332
"13423",24,2.1781511970577
"13424",25,2.23046155880991
"13425",26,2.22484249866303
"13426",2,1.30827508113376
"13427",3,2.57833225217146
"13428",4,1.46060914794305
"13429",5,2.27660340967774
"13430",6,2.16102710903772
"13431",7,2.40823464570193
"13432",8,1.8797802829465
"13433",9,2.69972681259865
"13434",10,2.30258161423713
"13435",11,2.09904880242632
"13436",12,2.50486059192656
"13437",13,2.41165988077029
"13438",14,2.35754246970333
"13439",15,2.30790417041672
"13440",16,2.36887141031274
"13441",17,2.34508186476212
"13442",18,2.30230653180586
"13443",19,2.19036140930734
"13444",20,2.21493262612398
"13445",21,2.27723381186822
"13446",22,2.25044314488306
"13447",23,2.27723381186822
"13448",24,2.1849329567816
"13449",25,2.22484249866303
"13450",26,2.22484249866303
"13451",2,1.85499925233561
"13452",3,1.4863580526855
"13453",4,1.36363636363636
"13454",5,2.40509608946993
"13455",6,2.32943390582732
"13456",7,2.02400544337475
"13457",8,2.3567055111506
"13458",9,2.4327555230855
"13459",10,2.33826867226977
"13460",11,2.04175201487146
"13461",12,2.42761161482808
"13462",13,2.43132405082851
"13463",14,2.14606371425915
"13464",15,2.34466167459439
"13465",16,2.03219578706035
"13466",17,2.08043735581623
"13467",18,2.24148851856457
"13468",19,2.13877979817794
"13469",20,2.33031212161983
"13470",21,2.27529462658435
"13471",22,2.31614910797169
"13472",23,2.25622715183688
"13473",24,2.1849329567816
"13474",25,2.22484249866303
"13475",26,2.22484249866303
"13476",2,2.59672738224297
"13477",3,1.93137084989848
"13478",4,1.84306192586478
"13479",5,1.98270589594112
"13480",6,2.00303029764811
"13481",7,2.17018299446939
"13482",8,1.82713597454907
"13483",9,2.39561017732289
"13484",10,2.34460926831064
"13485",11,2.29007789453629
"13486",12,2.332901864556
"13487",13,2.4116911496703
"13488",14,2.36187227459377
"13489",15,2.37569556240826
"13490",16,2.31383065614726
"13491",17,2.17160794990088
"13492",18,2.29110933333102
"13493",19,2.14806495679974
"13494",20,2.1849329567816
"13495",21,2.25622715183688
"13496",22,2.25257351004524
"13497",23,2.23046155880991
"13498",24,2.27723381186822
"13499",25,2.23046155880991
"13500",26,2.22484249866303
"13501",2,1.90064104069341
"13502",3,1.91051169569055
"13503",4,2.41342304600302
"13504",5,1.56657474637819
"13505",6,1.86810549537598
"13506",7,1.85595380167941
"13507",8,2.30802837036972
"13508",9,2.32746088220472
"13509",10,2.34330057859127
"13510",11,2.32072200245202
"13511",12,2.51049730598719
"13512",13,2.4486730657166
"13513",14,2.215507639195
"13514",15,2.32511092019661
"13515",16,2.17331042127906
"13516",17,2.34707022017625
"13517",18,2.32209965316726
"13518",19,2.125240542432
"13519",20,2.29421624013805
"13520",21,2.21995462128532
"13521",22,2.21995462128532
"13522",23,2.22484249866303
"13523",24,2.23046155880991
"13524",25,2.23046155880991
"13525",26,2.22484249866303
"13526",2,2.0763169149292
"13527",3,2.11039605517586
"13528",4,1.98784687451287
"13529",5,2.30139997230773
"13530",6,1.78760569836385
"13531",7,2.07681558378967
"13532",8,2.32494092737934
"13533",9,2.17125124582255
"13534",10,2.29723886729946
"13535",11,2.38732383872071
"13536",12,2.38453086363082
"13537",13,2.30025671968263
"13538",14,2.44245756543577
"13539",15,2.3891636210587
"13540",16,2.34150886638917
"13541",17,2.27529462658435
"13542",18,2.23046155880991
"13543",19,2.12953732602406
"13544",20,2.13877979817794
"13545",21,2.1781511970577
"13546",22,2.25044314488306
"13547",23,2.22484249866303
"13548",24,2.27723381186822
"13549",25,2.22484249866303
"13550",26,2.22484249866303
"13551",2,1.44494078742115
"13552",3,1.74548901947558
"13553",4,1.66151388329211
"13554",5,2.2905232071484
"13555",6,2.2672995373059
"13556",7,2.30551353137435
"13557",8,2.17929712892261
"13558",9,2.37885568303375
"13559",10,2.04324419124038
"13560",11,2.42200363421271
"13561",12,2.19010452015165
"13562",13,2.58093184484743
"13563",14,2.3690906169186
"13564",15,2.27529462658435
"13565",16,2.2986993190004
"13566",17,2.41569460495276
"13567",18,2.38269399380991
"13568",19,2.29421624013805
"13569",20,2.30408561237348
"13570",21,2.25044314488306
"13571",22,2.29421624013805
"13572",23,2.1781511970577
"13573",24,2.25601920025414
"13574",25,2.22484249866303
"13575",26,2.22484249866303
"13576",2,1
"13577",3,1.92711666659732
"13578",4,2.35050431879341
"13579",5,1.93988108147914
"13580",6,1.81950735788049
"13581",7,2.09190182156115
"13582",8,2.1297747621801
"13583",9,2.44974886342728
"13584",10,2.42200363421271
"13585",11,2.57622618879185
"13586",12,2.06174258531432
"13587",13,2.24110974270195
"13588",14,2.46133603066014
"13589",15,2.32097456678243
"13590",16,2.26334477224359
"13591",17,2.30230162780104
"13592",18,2.35250421738587
"13593",19,2.29109951087708
"13594",20,2.18712097591198
"13595",21,2.1849329567816
"13596",22,2.29421624013805
"13597",23,2.22484249866303
"13598",24,2.22484249866303
"13599",25,2.22484249866303
"13600",26,2.22484249866303
"13601",2,2.53747655779957
"13602",3,2.38749127954815
"13603",4,1.95809749712663
"13604",5,1.73394444960369
"13605",6,2.24497967552835
"13606",7,2.30786098832869
"13607",8,2.1974740487819
"13608",9,2.36112911420183
"13609",10,2.06987403068046
"13610",11,2.18889135138407
"13611",12,2.6092081299057
"13612",13,2.13812826546922
"13613",14,2.1076444821642
"13614",15,2.47138934884794
"13615",16,2.19631175354254
"13616",17,2.44631891906845
"13617",18,2.13555658754725
"13618",19,2.25601920025414
"13619",20,2.25191161421597
"13620",21,2.23046155880991
"13621",22,2.31614910797169
"13622",23,2.29110933333102
"13623",24,2.1849329567816
"13624",25,2.22484249866303
"13625",26,2.22484249866303
"13626",2,1.85140992216511
"13627",3,1.85918065285388
"13628",4,2.04790709615988
"13629",5,1.67526528782731
"13630",6,1.93957206604842
"13631",7,2.41590743856174
"13632",8,2.0002175808902
"13633",9,2.30436220796239
"13634",10,2.06461436949435
"13635",11,1.99423067120248
"13636",12,2.46750821741685
"13637",13,2.02400544337475
"13638",14,2.40613759006293
"13639",15,2.37372104906647
"13640",16,2.27906643886963
"13641",17,2.41382709691056
"13642",18,2.13812826546922
"13643",19,2.42776713976839
"13644",20,2.35250421738587
"13645",21,2.23046155880991
"13646",22,2.29421624013805
"13647",23,2.25622715183688
"13648",24,2.22484249866303
"13649",25,2.22484249866303
"13650",26,2.22484249866303
"13651",2,2.625930908396
"13652",3,2.0787423310924
"13653",4,2
"13654",5,2.14563010522011
"13655",6,2.66940427930769
"13656",7,2.30038611621746
"13657",8,2.43750044859367
"13658",9,2.24799042608068
"13659",10,2.45313936702833
"13660",11,2.54355969690076
"13661",12,2.35250421738587
"13662",13,2.17131396527563
"13663",14,2.35192162802747
"13664",15,2.33183968830558
"13665",16,2.09412767319695
"13666",17,2.2483814444268
"13667",18,2.35277585118217
"13668",19,2.1849329567816
"13669",20,2.31614910797169
"13670",21,2.25622715183688
"13671",22,2.26665880617109
"13672",23,2.1849329567816
"13673",24,2.14563010522011
"13674",25,2.22484249866303
"13675",26,2.22484249866303
"13676",2,1.4480985495092
"13677",3,1.45512070514289
"13678",4,2.06912129790626
"13679",5,2.48693478485082
"13680",6,1.95056749950941
"13681",7,2.2264162410449
"13682",8,2
"13683",9,2.32783831965799
"13684",10,2.02208667354137
"13685",11,2.19452454686866
"13686",12,2.2478852126648
"13687",13,2.1654387026272
"13688",14,2.48483476631849
"13689",15,2.35873912878367
"13690",16,2.13769259938815
"13691",17,2.41549229127985
"13692",18,2.37934782781387
"13693",19,2.21493262612398
"13694",20,2.29109951087708
"13695",21,2.29421624013805
"13696",22,2.25622715183688
"13697",23,2.22484249866303
"13698",24,2.22484249866303
"13699",25,2.22484249866303
"13700",26,2.22484249866303
"13701",2,1.52580737751443
"13702",3,2.18988690192726
"13703",4,2.04917038400529
"13704",5,2.31828940981152
"13705",6,2.13580695807509
"13706",7,2.38503921458363
"13707",8,2.45767341734402
"13708",9,1.6193297267143
"13709",10,2.42819745815118
"13710",11,2.02351125850663
"13711",12,2.00177338512437
"13712",13,2.142386953531
"13713",14,2.0635009919878
"13714",15,2.01680344056271
"13715",16,2.34707022017625
"13716",17,2.29110933333102
"13717",18,2.34058588906354
"13718",19,1.93923740071336
"13719",20,1.97750373677339
"13720",21,2.13555658754725
"13721",22,2.22484249866303
"13722",23,2.23046155880991
"13723",24,2.23046155880991
"13724",25,2.23046155880991
"13725",26,2.22484249866303
"13726",2,2.39248394516961
"13727",3,1.9905232071484
"13728",4,2.13343295206961
"13729",5,2.42500228545239
"13730",6,1.42164122065303
"13731",7,2.36615346339068
"13732",8,1.84781270961204
"13733",9,2.19255486091892
"13734",10,2.34213297290729
"13735",11,2.18201832588399
"13736",12,2.37236895159396
"13737",13,2.50739364982778
"13738",14,2.4743379848571
"13739",15,2.22009107287692
"13740",16,2.52727840038404
"13741",17,2.03476163657368
"13742",18,2.27529462658435
"13743",19,2.29109951087708
"13744",20,2.31564952551723
"13745",21,2.31614910797169
"13746",22,2.22775435249174
"13747",23,2.27723381186822
"13748",24,2.22484249866303
"13749",25,2.22484249866303
"13750",26,2.22484249866303
"13751",2,1.74485190469921
"13752",3,1.96225912350581
"13753",4,1
"13754",5,1.97959969737911
"13755",6,2.39873108039132
"13756",7,1.59190067626527
"13757",8,2.24862449771656
"13758",9,1.8166384950699
"13759",10,2.33729153495607
"13760",11,2.48127177531392
"13761",12,2.37603088601203
"13762",13,2.30088609640546
"13763",14,2.07814669253569
"13764",15,2.28493790137915
"13765",16,2.46637912859226
"13766",17,2.35521296711954
"13767",18,2.1781511970577
"13768",19,2.23046155880991
"13769",20,2.3282241520737
"13770",21,2.31564952551723
"13771",22,2.25044314488306
"13772",23,2.26846984879448
"13773",24,2.1849329567816
"13774",25,2.22484249866303
"13775",26,2.22484249866303
"13776",2,2.22810019138657
"13777",3,1.58370559056587
"13778",4,2.24210705268403
"13779",5,2.33341643247992
"13780",6,2.21972104861063
"13781",7,2.11866725048186
"13782",8,1.77400258051637
"13783",9,1.73873249521577
"13784",10,2.72991769087316
"13785",11,2.13693240740528
"13786",12,2.37581462312362
"13787",13,2.51871575443139
"13788",14,2.37738601950131
"13789",15,2.66049038735655
"13790",16,2.31786580829187
"13791",17,2.31882114055542
"13792",18,2.4657419886173
"13793",19,2.27723381186822
"13794",20,2.26665880617109
"13795",21,2.22484249866303
"13796",22,2.23046155880991
"13797",23,2.22484249866303
"13798",24,2.1849329567816
"13799",25,2.22484249866303
"13800",26,2.22484249866303
"13801",2,2.53885609849506
"13802",3,2.14104571077956
"13803",4,2.04790709615988
"13804",5,1.65682459343208
"13805",6,2.10151892105035
"13806",7,1.65604722774895
"13807",8,2.24149332811722
"13808",9,2.48127177531392
"13809",10,2.32263759482735
"13810",11,2.2727727136512
"13811",12,2.39728861487102
"13812",13,2.27382479832403
"13813",14,2.5239865647429
"13814",15,2.1748212392475
"13815",16,2.26341984123823
"13816",17,2.27529462658435
"13817",18,2.37738601950131
"13818",19,2.24227150112012
"13819",20,2.09839247969279
"13820",21,2.23046155880991
"13821",22,2.1781511970577
"13822",23,2.23046155880991
"13823",24,2.22484249866303
"13824",25,2.22484249866303
"13825",26,2.22484249866303
"13826",2,1.66666666666667
"13827",3,1.34102517850123
"13828",4,2.31725511146223
"13829",5,2.26265076599495
"13830",6,2.33187296702307
"13831",7,2.03627766377992
"13832",8,2.1941575995234
"13833",9,2.3282241520737
"13834",10,1.90271737640935
"13835",11,2.3199809814504
"13836",12,2.14543426440594
"13837",13,2.17948330464169
"13838",14,2.30979444309535
"13839",15,2.52003715804305
"13840",16,2.2041387797186
"13841",17,2.31779671826557
"13842",18,2.19774815685604
"13843",19,2.25044314488306
"13844",20,2.22484249866303
"13845",21,2.25257351004524
"13846",22,2.27723381186822
"13847",23,2.14563010522011
"13848",24,2.1849329567816
"13849",25,2.23046155880991
"13850",26,2.22484249866303
"13851",2,1.22222222222222
"13852",3,2.23649672755234
"13853",4,1.76561899110288
"13854",5,2.43545622623529
"13855",6,2.30801123303646
"13856",7,2.1425524622439
"13857",8,2.1882801719084
"13858",9,2.29954673409257
"13859",10,2.70399008485753
"13860",11,2.32097456678243
"13861",12,2.20208144163827
"13862",13,2.30767158450064
"13863",14,2.244997914029
"13864",15,2.2469636419526
"13865",16,2.2446084963243
"13866",17,2.303846229569
"13867",18,2.21643197460218
"13868",19,2.25257351004524
"13869",20,2.27723381186822
"13870",21,2.29366290439951
"13871",22,2.22484249866303
"13872",23,2.25622715183688
"13873",24,2.1849329567816
"13874",25,2.23046155880991
"13875",26,2.22484249866303
"13876",2,1.33333333333333
"13877",3,1.73315313759197
"13878",4,2.43428783813245
"13879",5,2.56344506637994
"13880",6,2.08168351364255
"13881",7,2.35393032198287
"13882",8,2.2831267080019
"13883",9,1.89835294447746
"13884",10,2.40077597827198
"13885",11,2.35961664128209
"13886",12,2.60303975622215
"13887",13,2.46635602064166
"13888",14,2.44759049404085
"13889",15,2.55579359986927
"13890",16,2.54951137692344
"13891",17,2.3514044329818
"13892",18,2.19376031336124
"13893",19,2.2483814444268
"13894",20,2.27723381186822
"13895",21,2.27394493735401
"13896",22,2.29109951087708
"13897",23,2.1781511970577
"13898",24,2.22484249866303
"13899",25,2.22484249866303
"13900",26,2.22484249866303
"13901",2,2.53885609849506
"13902",3,2.02438207591058
"13903",4,2.09624771315386
"13904",5,2.00053420057784
"13905",6,1.83346747921805
"13906",7,2.26617421008936
"13907",8,2.09738403064221
"13908",9,1.96680958508032
"13909",10,1.90497462318049
"13910",11,2.21060322171261
"13911",12,2.29202737102798
"13912",13,2.4098134630663
"13913",14,2.14606371425915
"13914",15,2.38732383872071
"13915",16,2.36601551785183
"13916",17,2.23046155880991
"13917",18,2.25622715183688
"13918",19,2.19036140930734
"13919",20,2.1849329567816
"13920",21,2.27723381186822
"13921",22,2.25622715183688
"13922",23,2.1849329567816
"13923",24,2.27723381186822
"13924",25,2.22484249866303
"13925",26,2.22484249866303
"13926",2,2.27371651077454
"13927",3,1.4493024542428
"13928",4,2.20080274057997
"13929",5,1.92512046158676
"13930",6,2.01189541570317
"13931",7,2.22009107287692
"13932",8,2.34292995454152
"13933",9,2.3297995373059
"13934",10,2.17359411888682
"13935",11,2.2483814444268
"13936",12,2.38708656717408
"13937",13,2.15684283020061
"13938",14,2.16159362711771
"13939",15,2.26835935442306
"13940",16,2.14563010522011
"13941",17,2.3282241520737
"13942",18,2.17373875686433
"13943",19,2.20786379105043
"13944",20,2.2378088696633
"13945",21,2.3282241520737
"13946",22,2.35250421738587
"13947",23,2.25601920025414
"13948",24,2.22484249866303
"13949",25,2.22484249866303
"13950",26,2.22484249866303
"13951",2,1.76062863741584
"13952",3,1.487675636285
"13953",4,1.40005487675325
"13954",5,2.14215493766826
"13955",6,2.25922391562023
"13956",7,2.24868372072106
"13957",8,2.17271272076767
"13958",9,2.34586228830196
"13959",10,2.21973542751942
"13960",11,2.34359650227966
"13961",12,2.44776876377325
"13962",13,2.03638109509547
"13963",14,2.37581462312362
"13964",15,2.18032344017146
"13965",16,2.35877394061514
"13966",17,2.3891636210587
"13967",18,2.25257351004524
"13968",19,2.31614910797169
"13969",20,2.25601920025414
"13970",21,2.27723381186822
"13971",22,2.35277585118217
"13972",23,2.23046155880991
"13973",24,2.25601920025414
"13974",25,2.22484249866303
"13975",26,2.22484249866303
"13976",2,1
"13977",3,2.37815249678399
"13978",4,2.41912210143313
"13979",5,2.1456625967564
"13980",6,2.02651744557754
"13981",7,2.7352714229726
"13982",8,2.26998126748898
"13983",9,2.12292017981483
"13984",10,2.2720675172354
"13985",11,2.36574498670076
"13986",12,2.46880727859513
"13987",13,2.34686992011002
"13988",14,2.20785315550552
"13989",15,2.34370112625131
"13990",16,2.1371192001625
"13991",17,2.29110933333102
"13992",18,2.17125124582255
"13993",19,2.42776713976839
"13994",20,2.3099027304798
"13995",21,2.29421624013805
"13996",22,2.3099027304798
"13997",23,2.23046155880991
"13998",24,2.1781511970577
"13999",25,2.22484249866303
"14000",26,2.22484249866303
"14001",2,2
"14002",3,1.69728039447373
"14003",4,2.36321794983914
"14004",5,2.3841577017549
"14005",6,2.3163981038922
"14006",7,2.31789127029287
"14007",8,2.44919677699478
"14008",9,2.27152679444271
"14009",10,2.41740995526168
"14010",11,2.28985510416929
"14011",12,2.45888773818874
"14012",13,2.29326880784694
"14013",14,1.97509176789544
"14014",15,2.45339724284574
"14015",16,2.25044314488306
"14016",17,2.38840882653927
"14017",18,2.29110933333102
"14018",19,2.29110933333102
"14019",20,2.25622715183688
"14020",21,2.17568141077073
"14021",22,2.3282241520737
"14022",23,2.23046155880991
"14023",24,2.22484249866303
"14024",25,2.23046155880991
"14025",26,2.22484249866303
"14026",2,2.27251817767545
"14027",3,2.53399230334067
"14028",4,2.42723803980206
"14029",5,1.93137084989848
"14030",6,2.3182235028774
"14031",7,2.07985339663034
"14032",8,2.30436220796239
"14033",9,2.49837926803443
"14034",10,2.32282736350146
"14035",11,1.90271737640935
"14036",12,2.12515484049748
"14037",13,2.4476357530642
"14038",14,2.32080403916549
"14039",15,2.2478852126648
"14040",16,2.29109951087708
"14041",17,2.44631891906845
"14042",18,2.25024884917632
"14043",19,2.31614910797169
"14044",20,2.21493262612398
"14045",21,2.28918871842862
"14046",22,2.25044314488306
"14047",23,2.1781511970577
"14048",24,2.1781511970577
"14049",25,2.22484249866303
"14050",26,2.22484249866303
"14051",2,2.06160786808421
"14052",3,2.15068553406135
"14053",4,2.52689380658894
"14054",5,1.96897621245041
"14055",6,1.93695079327332
"14056",7,2.11401296969939
"14057",8,2.09449152269928
"14058",9,2.32383089313427
"14059",10,2.18726766019295
"14060",11,2.16865256020801
"14061",12,2.16159362711771
"14062",13,2.26773436087367
"14063",14,2.45116996561561
"14064",15,2.24813191201332
"14065",16,2.23046155880991
"14066",17,2.303846229569
"14067",18,2.15821510041427
"14068",19,2.23046155880991
"14069",20,2.25044314488306
"14070",21,2.14563010522011
"14071",22,2.23046155880991
"14072",23,2.14563010522011
"14073",24,2.22484249866303
"14074",25,2.22484249866303
"14075",26,2.22484249866303
"14076",2,1
"14077",3,2.38485001498993
"14078",4,2.24636017957464
"14079",5,2.04593154328448
"14080",6,2.1102032303989
"14081",7,2.40890640181037
"14082",8,1.99256255330317
"14083",9,2.77089522135054
"14084",10,2.18186697096307
"14085",11,2.25257351004524
"14086",12,2.31294355544758
"14087",13,2.30088609640546
"14088",14,2.25848260535873
"14089",15,2.3252237234719
"14090",16,2.39833291089251
"14091",17,2.38936038467163
"14092",18,2.31575013741731
"14093",19,2.3099027304798
"14094",20,2.32793941105476
"14095",21,2.27526474542568
"14096",22,2.27723381186822
"14097",23,2.25622715183688
"14098",24,2.1781511970577
"14099",25,2.22484249866303
"14100",26,2.22484249866303
"14101",2,1.90064104069341
"14102",3,1.46696447245269
"14103",4,2.14988423848372
"14104",5,2.2973249617121
"14105",6,2.27500663163967
"14106",7,2.26335533483999
"14107",8,2.32560483445346
"14108",9,2.51856984545869
"14109",10,2.36511161482808
"14110",11,2.215507639195
"14111",12,2.45709736796634
"14112",13,2.4262896024553
"14113",14,2.33950391258386
"14114",15,2.4657419886173
"14115",16,2.36683726394266
"14116",17,2.45491242156583
"14117",18,2.24584525349332
"14118",19,2.29421624013805
"14119",20,2.25622715183688
"14120",21,2.31564952551723
"14121",22,2.29421624013805
"14122",23,2.29110933333102
"14123",24,2.27723381186822
"14124",25,2.22484249866303
"14125",26,2.22484249866303
"14126",2,1.75898185468435
"14127",3,1.31260641362613
"14128",4,2.11217333974886
"14129",5,2.07047913911921
"14130",6,2.13166170506254
"14131",7,2.15175364230811
"14132",8,2.20338159372075
"14133",9,2.33939451657413
"14134",10,2.39457809662099
"14135",11,2.26799126572934
"14136",12,2.09086110910549
"14137",13,2.35431669749246
"14138",14,2.47967401023123
"14139",15,2.47576309036118
"14140",16,2.46591104539893
"14141",17,2.25257351004524
"14142",18,2.33195382272193
"14143",19,2.29110933333102
"14144",20,2.25044314488306
"14145",21,2.14563010522011
"14146",22,2.3099027304798
"14147",23,2.1781511970577
"14148",24,2.22484249866303
"14149",25,2.22484249866303
"14150",26,2.22484249866303
