"","unique.sim","sim.number","genotype.richness","reps.sampled","link.density.plant_gall","generality.HL.plant_gall","vulnerability.LL.plant_gall","link.density.gall_ptoid","generality.HL.gall_ptoid","vulnerability.LL.gall_ptoid","total.gall.abund","total.gall_ptoid.abund","total_complexity","total_complexity.check","plants_sampled"
"41","2_16_4",2,16,4,1.81447492578368,1,2.62894985156735,2.48382625578316,1.56068686745075,3.40696564411556,6.95454545454546,1.86363636363636,2.14915059078342,2.14915059078342,64
"42","2_17_4",2,17,4,1.9233362181652,1,2.84667243633041,2.27177306247068,1.88726521307071,2.65628091187065,4.16666666666667,1.125,2.09755464031794,2.09755464031794,68
"43","2_18_4",2,18,4,1.86834403198828,1,2.73668806397656,2.55140648379558,1.88880720855506,3.21400575903609,5.72916666666667,1.79166666666667,2.20987525789193,2.20987525789193,72
"44","2_19_4",2,19,4,1.94211892021849,1,2.88423784043699,2.29397418681657,1.68110690425191,2.90684146938123,4.47916666666667,1.1875,2.11804655351753,2.11804655351753,76
"45","2_20_4",2,20,4,1.87462771083177,1,2.74925542166354,2.60050235650586,1.89397575307763,3.30702895993409,5.51923076923077,1.63461538461538,2.23756503366882,2.23756503366882,80
"46","2_21_4",2,21,4,1.91786830132028,1,2.83573660264056,2.44549530793412,1.58718009088709,3.30381052498115,6.79411764705882,1.80882352941176,2.1816818046272,2.1816818046272,84
"47","2_22_4",2,22,4,1.90916700392638,1,2.81833400785276,2.34282647400101,1.47079731275281,3.21485563524921,5.453125,1.640625,2.12599673896369,2.12599673896369,88
"48","2_23_4",2,23,4,1.77812821242216,1,2.55625642484432,2.46007296743375,1.62141023254311,3.29873570232439,6.08333333333333,1.95,2.11910058992795,2.11910058992795,92
"49","2_24_4",2,24,4,2.06727600567215,1,3.1345520113443,2.30841527791657,1.86382497702138,2.75300557881175,5.03333333333333,1.3,2.18784564179436,2.18784564179436,96
"50","2_25_4",2,25,4,1.99382348081771,1,2.98764696163541,2.45994799993049,1.70699886767864,3.21289713218235,6.2,1.8,2.2268857403741,2.2268857403741,100
"51","3_1_4",3,1,4,1.49704287638765,1,1.9940857527753,1.44494078742115,1.88988157484231,1,3.25,0.75,1.4709918319044,1.4709918319044,4
"52","3_2_4",3,2,4,1.25913627773682,1,1.51827255547364,1.99240470427211,1.74703032455659,2.23777908398762,4.75,1.25,1.62577049100446,1.62577049100446,8
"53","3_3_4",3,3,4,1.61008657159728,1,2.22017314319457,2.5841216368786,1.52990576362869,3.63833751012851,5.91666666666667,2,2.09710410423794,2.09710410423794,12
"54","3_4_4",3,4,4,1.8379419918719,1,2.6758839837438,2.36115750375614,1.52011454735476,3.20220046015752,8.75,2.1875,2.09954974781402,2.09954974781402,16
"55","3_5_4",3,5,4,1.61250975385469,1,2.22501950770938,2.56278619208454,1.60619954479063,3.51937283937845,4.55,1.25,2.08764797296961,2.08764797296961,20
"56","3_6_4",3,6,4,2.00853226946277,1,3.01706453892555,2.47372235753876,1.69167572175309,3.25576899332444,5.4,1.75,2.24112731350077,2.24112731350077,24
"57","3_7_4",3,7,4,1.9713108510596,1,2.9426217021192,2.52208797450001,1.3785203401471,3.66565560885292,7.78571428571429,1.92857142857143,2.24669941277981,2.24669941277981,28
"58","3_8_4",3,8,4,1.95737076299841,1,2.91474152599683,2.59915979008757,2.07780260603542,3.12051697413972,6.25,2.21428571428571,2.27826527654299,2.27826527654299,32
"59","3_9_4",3,9,4,1.83078026125479,1,2.66156052250958,2.34892001676295,1.73358941291599,2.96425062060991,6.17857142857143,1.64285714285714,2.08985013900887,2.08985013900887,36
"60","3_10_4",3,10,4,2.01144190579493,1,3.02288381158985,2.2500652515808,1.70563143032043,2.79449907284118,4.97222222222222,1.44444444444444,2.13075357868787,2.13075357868786,40
"61","3_11_4",3,11,4,1.77151090011526,1,2.54302180023053,2.26723368221827,1.66878686033832,2.86568050409821,5.2,1.5,2.01937229116677,2.01937229116677,44
"62","3_12_4",3,12,4,1.80257385670058,1,2.60514771340116,2.52617385729253,1.64943694678306,3.402910767802,6.36363636363636,1.77272727272727,2.16437385699655,2.16437385699655,48
"63","3_13_4",3,13,4,2.02831394926829,1,3.05662789853658,2.36822808907463,1.6749727221523,3.06148345599697,6.59090909090909,1.61363636363636,2.19827101917146,2.19827101917146,52
"64","3_14_4",3,14,4,1.82798640703282,1,2.65597281406564,2.36923455248064,1.49407363062132,3.24439547433997,6.08928571428571,1.75,2.09861047975673,2.09861047975673,56
"65","3_15_4",3,15,4,1.89284145212641,1,2.78568290425282,2.32059296280571,1.82345433700962,2.8177315886018,7.96153846153846,2.40384615384615,2.10671720746606,2.10671720746606,60
"66","3_16_4",3,16,4,2.04442654850284,1,3.08885309700568,2.53517544395607,1.63338589857889,3.43696498933326,5.52272727272727,1.47727272727273,2.28980099622946,2.28980099622946,64
"67","3_17_4",3,17,4,1.87071844667932,1,2.74143689335865,2.34862286999223,1.60752549962669,3.08972024035777,6.21153846153846,1.59615384615385,2.10967065833578,2.10967065833578,68
"68","3_18_4",3,18,4,1.80525110126682,1,2.61050220253364,2.35921672626632,1.65853597477124,3.05989747776139,7.16666666666667,2.31666666666667,2.08223391376657,2.08223391376657,72
"69","3_19_4",3,19,4,1.96662163393077,1,2.93324326786154,2.47340468165943,1.98125093433136,2.96555842898749,5.76923076923077,1.61538461538462,2.2200131577951,2.2200131577951,76
"70","3_20_4",3,20,4,1.99952754044814,1,2.99905508089629,2.46611323554814,1.62559448121954,3.30663198987673,5.3125,1.375,2.23282038799814,2.23282038799814,80
"71","3_21_4",3,21,4,1.88456260064798,1,2.76912520129596,2.52237097975503,1.71514858823607,3.329593371274,5.47916666666667,1.25,2.20346679020151,2.20346679020151,84
"72","3_22_4",3,22,4,1.94558612067437,1,2.89117224134875,2.51808639454285,1.91418773386968,3.12198505521603,5.27777777777778,1.38888888888889,2.23183625760861,2.23183625760861,88
"73","3_23_4",3,23,4,1.92218165236999,1,2.84436330473997,2.50624466719798,1.69794809793685,3.3145412364591,7.14285714285714,1.96428571428571,2.21421315978398,2.21421315978398,92
"74","3_24_4",3,24,4,1.99642819502917,1,2.99285639005834,2.60721341411602,2.05281856197118,3.16160826626085,6.16071428571429,1.80357142857143,2.30182080457259,2.30182080457259,96
"75","3_25_4",3,25,4,1.81765024202821,1,2.63530048405642,2.29539439780459,1.58375553816967,3.00703325743951,5.51470588235294,1.51470588235294,2.0565223199164,2.0565223199164,100
"76","4_1_4",4,1,4,2.18179283050743,1,3.36358566101486,1.33333333333333,1,1.66666666666667,2,0.75,1.75756308192038,1.75756308192038,4
"77","4_2_4",4,2,4,1.91816669000966,1,2.83633338001931,1.714164066826,1.89229814580355,1.53602998784844,7.25,3,1.81616537841783,1.81616537841783,8
"78","4_3_4",4,3,4,1.32469244423306,1,1,1,1,1,3.66666666666667,0.5,1.16234622211653,1,12
"79","4_4_4",4,4,4,1.49781621001424,1,1.99563242002849,2.33956462122312,1.24392077659165,3.4352084658546,5.375,2.4375,1.91869041561868,1.91869041561868,16
"80","4_5_4",4,5,4,2.04546680969821,1,3.09093361939642,2.00282913224916,1.72,2.28565826449831,4.85,1.25,2.02414797097368,2.02414797097368,20
"81","4_6_4",4,6,4,2.00830639988418,1,3.01661279976837,1.98221034589012,1.58265089417737,2.38176979760287,8.7,2.45,1.99525837288715,1.99525837288715,24
"82","4_7_4",4,7,4,2.01520622408689,1,3.03041244817378,2.03887610202554,1.46223685602309,2.615515348028,7.53571428571429,1.60714285714286,2.02704116305622,2.02704116305622,28
"83","4_8_4",4,8,4,2.01051496977688,1,3.02102993955376,2.308135527283,1.93020598156596,2.68606507300005,4.64285714285714,1.03571428571429,2.15932524852994,2.15932524852994,32
"84","4_9_4",4,9,4,2.01277654545217,1,3.02555309090433,2.19162576427051,1.81784710163113,2.5654044269099,6.625,2,2.10220115486134,2.10220115486134,36
"85","4_10_4",4,10,4,2.10021715769808,1,3.20043431539615,2.21420478533161,1.93334361378701,2.4950659568762,5.67857142857143,1.92857142857143,2.15721097151484,2.15721097151484,40
"86","4_11_4",4,11,4,1.89724687248843,1,2.79449374497686,2.51254741882816,1.4832236705356,3.54187116712072,7.21875,1.75,2.2048971456583,2.2048971456583,44
"87","4_12_4",4,12,4,1.92566516159238,1,2.85133032318475,2.31650167196995,1.5739355470547,3.05906779688521,5.175,1.525,2.12108341678116,2.12108341678116,48
"88","4_13_4",4,13,4,1.81452863640863,1,2.62905727281727,2.43663511781546,1.88666619382833,2.98660404180259,6.95,1.875,2.12558187711205,2.12558187711205,52
"89","4_14_4",4,14,4,1.82519985385163,1,2.65039970770325,2.30191190576537,1.50351374213901,3.10031006939172,5.20454545454546,1.70454545454545,2.0635558798085,2.0635558798085,56
"90","4_15_4",4,15,4,1.89270071404249,1,2.78540142808499,2.44955178596698,1.51663092864658,3.38247264328739,5.47727272727273,1.61363636363636,2.17112625000474,2.17112625000474,60
"91","4_16_4",4,16,4,1.98741665816549,1,2.97483331633098,2.41239214047698,1.68741501829039,3.13736926266357,6.59615384615385,1.73076923076923,2.19990439932123,2.19990439932123,64
"92","4_17_4",4,17,4,1.62684518979917,1,2.25369037959833,2.13963611010809,1.28239173891476,2.99688048130142,5.75,1.75,1.88324064995363,1.88324064995363,68
"93","4_18_4",4,18,4,2.01197090535519,1,3.02394181071038,2.31977670111843,1.49373404051716,3.1458193617197,6.45,1.55,2.16587380323681,2.16587380323681,72
"94","4_19_4",4,19,4,1.97242687970762,1,2.94485375941525,2.31919002200424,1.63209982400582,3.00628022000266,4.75,1.33333333333333,2.14580845085593,2.14580845085593,76
"95","4_20_4",4,20,4,1.78040292016593,1,2.56080584033185,2.50135328224244,1.76940213939661,3.23330442508826,6.91071428571429,2.16071428571429,2.14087810120418,2.14087810120418,80
"96","4_21_4",4,21,4,1.79090355570867,1,2.58180711141734,2.32913645416582,1.71738392352151,2.94088898481013,6.30357142857143,1.91071428571429,2.06002000493724,2.06002000493724,84
"97","4_22_4",4,22,4,1.95949082801332,1,2.91898165602663,2.47634326538501,1.60028351088797,3.35240301988205,5.93333333333333,1.4,2.21791704669916,2.21791704669916,88
"98","4_23_4",4,23,4,2.09507268706427,1,3.19014537412854,2.48080491735467,2.05059327462017,2.91101656008917,5.03571428571429,1.125,2.28793880220947,2.28793880220947,92
"99","4_24_4",4,24,4,1.73719379102711,1,2.47438758205422,2.381279552803,1.62779713940911,3.13476196619689,5.890625,1.5,2.05923667191505,2.05923667191505,96
"100","4_25_4",4,25,4,1.95033392951317,1,2.90066785902634,2.46792433017595,1.794098383139,3.1417502772129,6.27631578947368,1.97368421052632,2.20912912984456,2.20912912984456,100
"101","5_1_4",5,1,4,1.37738267530166,1,1.75476535060332,1,1,1,3,0.25,1.18869133765083,1.18869133765083,4
"102","5_2_4",5,2,4,1.16075126646495,1,1.32150253292991,2.20710678118655,1.91421356237309,2.5,5.75,1,1.68392902382575,1.68392902382575,8
"103","5_3_4",5,3,4,2.16766637068819,1,3.33533274137638,1.99216418157369,1,2.98432836314738,6,1.16666666666667,2.07991527613094,2.07991527613094,12
"104","5_4_4",5,4,4,1.7215775993215,1,2.443155198643,2.3550503357714,1.29807797072673,3.41202270081607,4.9375,2,2.03831396754645,2.03831396754645,16
"105","5_5_4",5,5,4,1.77477670043524,1,2.54955340087048,2.12681006624986,1.92307692307692,2.3305432094228,4.25,0.8125,1.95079338334255,1.95079338334255,20
"106","5_6_4",5,6,4,1.75129571255258,1,2.50259142510516,1.83646561306712,1.35366720619926,2.31926401993498,5.70833333333333,2.08333333333333,1.79388066280985,1.79388066280985,24
"107","5_7_4",5,7,4,1.96341670851107,1,2.92683341702213,2.17922858698458,1.78264959689297,2.57580757707619,4.35714285714286,0.821428571428571,2.07132264774782,2.07132264774782,28
"108","5_8_4",5,8,4,1.89525877511321,1,2.79051755022642,2.04467701408,1.64325650899429,2.44609751916571,5.34375,1.1875,1.9699678945966,1.9699678945966,32
"109","5_9_4",5,9,4,2.13911674204967,1,3.27823348409934,2.25358664099581,1.88764378273269,2.61952949925893,6.5,1.33333333333333,2.19635169152274,2.19635169152274,36
"110","5_10_4",5,10,4,1.59939962003896,1,2.19879924007792,2.19004097909413,1.40323795619045,2.97684400199782,4.46428571428571,1.60714285714286,1.89472029956655,1.89472029956655,40
"111","5_11_4",5,11,4,1.97842404740034,1,2.95684809480068,2.17506403206743,1.95345333933694,2.39667472479792,4.15625,0.6875,2.07674403973388,2.07674403973388,44
"112","5_12_4",5,12,4,1.94110597091842,1,2.88221194183684,2.50115694250028,1.8586573362575,3.14365654874307,5.675,1.575,2.22113145670935,2.22113145670935,48
"113","5_13_4",5,13,4,2.07030467698578,1,3.14060935397155,2.28706557466434,1.8189709302971,2.75516021903159,4.47727272727273,1.13636363636364,2.17868512582506,2.17868512582506,52
"114","5_14_4",5,14,4,1.64633166032028,1,2.29266332064056,1.93170843009318,1.30453548562426,2.55888137456209,4.65909090909091,1.43181818181818,1.78902004520673,1.78902004520673,56
"115","5_15_4",5,15,4,1.7589135767007,1,2.5178271534014,2.63699709852325,1.65824381943786,3.61575037760864,5.73076923076923,1.71153846153846,2.19795533761197,2.19795533761197,60
"116","5_16_4",5,16,4,1.75769522790468,1,2.51539045580937,2.36428819893105,1.94159530798022,2.78698108988187,5.60416666666667,1.77083333333333,2.06099171341786,2.06099171341786,64
"117","5_17_4",5,17,4,1.74205385537499,1,2.48410771074998,2.59274210677946,1.56702468908287,3.61845952447604,7.02083333333333,1.97916666666667,2.16739798107722,2.16739798107722,68
"118","5_18_4",5,18,4,1.75319215563453,1,2.50638431126907,2.37664098059526,1.52152864541951,3.23175331577102,5.09615384615385,1.57692307692308,2.0649165681149,2.0649165681149,72
"119","5_19_4",5,19,4,1.84719372939911,1,2.69438745879823,2.51720492485877,1.82934380907643,3.20506604064111,6.35,2.08333333333333,2.18219932712894,2.18219932712894,76
"120","5_20_4",5,20,4,1.97274303888116,1,2.94548607776231,2.31867387197569,1.98110059631763,2.65624714763376,5.96153846153846,1.76923076923077,2.14570845542842,2.14570845542842,80
"121","5_21_4",5,21,4,1.90820330459908,1,2.81640660919816,2.56560983178555,1.9156214145235,3.2155982490476,6.09375,2.03125,2.23690656819231,2.23690656819231,84
"122","5_22_4",5,22,4,1.89523461719603,1,2.79046923439207,2.50308968474368,1.6072524273601,3.39892694212726,7.26666666666667,2.1,2.19916215096986,2.19916215096986,88
"123","5_23_4",5,23,4,1.90097584596151,1,2.80195169192303,2.48503227983304,2.00211210386428,2.96795245580179,6.46875,1.921875,2.19300406289728,2.19300406289728,92
"124","5_24_4",5,24,4,1.78571593414408,1,2.57143186828816,2.45224216874923,1.57451032392359,3.32997401357486,6.58823529411765,1.97058823529412,2.11897905144665,2.11897905144665,96
"125","5_25_4",5,25,4,1.79860730818572,1,2.59721461637145,2.47046913391201,1.58327597336942,3.35766229445459,5.63235294117647,1.47058823529412,2.13453822104887,2.13453822104887,100
"126","6_1_4",6,1,4,1.16610284562472,1,1.33220569124945,1.26191246275869,1,1.52382492551739,11,3,1.21400765419171,1.21400765419171,4
"127","6_2_4",6,2,4,1.19207274423084,1,1.38414548846169,NA,NA,NA,1.5,0,NA,NA,8
"128","6_3_4",6,3,4,1.97119057337201,1,2.94238114674402,2.27285837132778,1.84795824998742,2.69775849266814,8.66666666666667,2.91666666666667,2.12202447234989,2.12202447234989,12
"129","6_4_4",6,4,4,1.67612134344967,1,2.35224268689933,2.36838039286383,1.59768815364926,3.1390726320784,9.5,3.3125,2.02225086815675,2.02225086815675,16
"130","6_5_4",6,5,4,1.97811110733624,1,2.95622221467248,2.20196496303292,1.63616700872626,2.76776291733957,6.7,1.65,2.09003803518458,2.09003803518458,20
"131","6_6_4",6,6,4,1.92303268706138,1,2.84606537412276,1.98441747337665,1.78036666905033,2.18846827770297,5.5,1.45833333333333,1.95372508021901,1.95372508021901,24
"132","6_7_4",6,7,4,1.70554912277279,1,2.41109824554558,2.79210426083655,1.72515560426555,3.85905291740755,4.6,1.15,2.24882669180467,2.24882669180467,28
"133","6_8_4",6,8,4,1.82445919578762,1,2.64891839157524,2.48739924343973,1.6109039411128,3.36389454576665,5.40625,1.8125,2.15592921961367,2.15592921961367,32
"134","6_9_4",6,9,4,2.09651590168812,1,3.19303180337625,1.98246026438365,1.22151185396711,2.7434086748002,7.03571428571429,1.14285714285714,2.03948808303589,2.03948808303589,36
"135","6_10_4",6,10,4,2.11317598685317,1,3.22635197370633,2.224578381393,1.99769167848008,2.45146508430592,6.44444444444444,1.36111111111111,2.16887718412308,2.16887718412308,40
"136","6_11_4",6,11,4,1.78749315591702,1,2.57498631183405,2.36420336552714,1.52854159991827,3.199865131136,5.75,1.94444444444444,2.07584826072208,2.07584826072208,44
"137","6_12_4",6,12,4,1.69134068858454,1,2.38268137716908,2.44987067542274,1.62479708374823,3.27494426709726,4.88636363636364,1.40909090909091,2.07060568200364,2.07060568200364,48
"138","6_13_4",6,13,4,1.8104929844317,1,2.6209859688634,2.48010105078937,1.57194660252089,3.38825549905785,6.35416666666667,1.6875,2.14529701761054,2.14529701761054,52
"139","6_14_4",6,14,4,1.73740624187326,1,2.47481248374651,2.36491119914682,1.6706790204736,3.05914337782004,7.25,2.42307692307692,2.05115872051004,2.05115872051004,56
"140","6_15_4",6,15,4,1.90403715227356,1,2.80807430454711,2.38861514634243,1.51898482245145,3.25824547023342,6.22916666666667,1.9375,2.146326149308,2.146326149308,60
"141","6_16_4",6,16,4,1.84555937051441,1,2.69111874102883,2.32027982256743,1.54558097470911,3.09497867042576,6.71153846153846,2.34615384615385,2.08291959654092,2.08291959654092,64
"142","6_17_4",6,17,4,1.8950075435544,1,2.79001508710879,2.49532900688086,1.53412991219599,3.45652810156572,5.28571428571429,1.51785714285714,2.19516827521763,2.19516827521763,68
"143","6_18_4",6,18,4,1.82458133579662,1,2.64916267159324,2.46257556402866,1.53037054932646,3.39478057873086,5.89285714285714,1.67857142857143,2.14357844991264,2.14357844991264,72
"144","6_19_4",6,19,4,1.91011406024126,1,2.82022812048253,2.43312522459712,1.86105156613184,3.0051988830624,5.46875,1.21875,2.17161964241919,2.17161964241919,76
"145","6_20_4",6,20,4,1.95291085903159,1,2.90582171806317,2.4765099091919,1.59433462142682,3.35868519695697,6.46428571428571,1.375,2.21471038411174,2.21471038411174,80
"146","6_21_4",6,21,4,1.91898386700057,1,2.83796773400114,2.3891612422837,1.6562885082184,3.122033976349,6.77777777777778,1.875,2.15407255464214,2.15407255464214,84
"147","6_22_4",6,22,4,2.00864738516364,1,3.01729477032727,2.44244094100456,1.80582151441499,3.07906036759413,6.3125,1.796875,2.2255441630841,2.2255441630841,88
"148","6_23_4",6,23,4,1.76337396881405,1,2.52674793762809,2.27175117358523,1.38558777460535,3.15791457256512,5.98611111111111,1.75,2.01756257119964,2.01756257119964,92
"149","6_24_4",6,24,4,1.90182846000228,1,2.80365692000457,2.33673261668549,1.5825674775531,3.09089775581788,6.95,1.96666666666667,2.11928053834389,2.11928053834389,96
"150","6_25_4",6,25,4,1.92876906978498,1,2.85753813956996,2.35774812711483,1.60368262176352,3.11181363246614,6.13888888888889,1.98611111111111,2.14325859844991,2.14325859844991,100
"151","7_1_4",7,1,4,1,NA,NA,1,1,1,1.25,0.25,1,NA,4
"152","7_2_4",7,2,4,1.66116700037639,1,2.32233400075278,1.7984125659264,1.2,2.3968251318528,6.375,1.25,1.7297897831514,1.7297897831514,8
"153","7_3_4",7,3,4,1,NA,NA,2.11260348690856,1,3.22520697381713,4.16666666666667,1.16666666666667,1.55630174345428,NA,12
"154","7_4_4",7,4,4,2.07722822069847,1,3.15445644139694,2.15997637927495,1.86791777100358,2.45203498754632,5.3125,1.875,2.11860229998671,2.11860229998671,16
"155","7_5_4",7,5,4,1.88778057708828,1,2.77556115417656,2.43075094332077,1.7136659809319,3.14783590570964,6.75,1.5625,2.15926576020452,2.15926576020452,20
"156","7_6_4",7,6,4,1.80114665148036,1,2.60229330296072,2.41030894653678,1.41459847451432,3.40601941855924,5.7,1.5,2.10572779900857,2.10572779900857,24
"157","7_7_4",7,7,4,1.78456706162486,1,2.56913412324972,2.53888401837029,1.71230129217358,3.36546674456701,9.03571428571429,2.25,2.16172553999758,2.16172553999758,28
"158","7_8_4",7,8,4,2.04134828731268,1,3.08269657462536,2.40226180966822,1.79927940718734,3.00524421214911,4.96428571428571,1.5,2.22180504849045,2.22180504849045,32
