,Survey Number,Plant Position,Gall Number,,Gall Morphospecies,Gall species ID unsure,Galll Height (mm),Gall Width (mm),Gall 3rd measure (mm),Point count (vLG only),vLG pupa (sp. 378),rG larva white (Sp. 376),rG larva Orange,SG larva (sp. 404),aSG larva (sp. 412),twG larva,Pontania adult (sp. 277),Pontania prepupa (sp. 409),Pontania larva (sp. 377),Eurytoma female (sp. 403),Eurytoma  male (sp. ___),Platygaster sp. (sp. 12) ,Torymus sp. male (sp. 380),Torymus sp. female (sp. 402),Mesopolobus sp. (sp. 401),Pteromalid sp. 2 (sp. 408),Eulophid female (sp. 381),Moth 1 adult (sp. 414),Lestodiplosis (sp. 415),Lathrostizus sp. female (sp. 416),Lathrostizus sp. male (sp. 416),Moth larva (sp. 405), Unknown Parisitoid,Eulophid Male,Unknown Larva,Moth Adult 3,sp.239,sp.411 Mymaridae sp. 1,sp.406 Different orange larva,Solid rsLG no larva,unsure,nothing,inquiline damage,exit hole,Exit Hole Size,"Associate from ""emerged insects/found in bag""",,Notes
3,2,191,1,,rsLG,,7.29,5.98,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,191,2,,rsLG,,3.24,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3,2,191,3,,rsLG,,4.02,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3,2,191,4,,rsLG,,2.35,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3,2,54,1,,rsLG,,2.13,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3,2,54,2.1,,rsLG,,2.22,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
3,2,54,2.2,,rsLG,,1.05,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3,2,54,10,,rG,,6.65,6.13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,9,,rsLG,,6.91,6.96,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,8,,rsLG,,1.44,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3,2,54,20,,rsLG,,5.4,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3,2,54,3,,rsLG,,3.2,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
3,2,54,19,,rG,,7.26,5.74,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,26.1,,vLG,,11.44,6.68,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,26.2,,vLG,,11.04,6.68,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,5,,rsLG,,5.84,6.87,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,18,,rsLG,,3.84,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3,2,54,14,,rsLG,,4.08,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3,2,54,4,,rG,,6.71,6.49,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,12,,rG,,6.83,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3,2,54,13.1,,SG,,25.64,16.44,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,54,13.2,,SG,,11.59,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3,2,46,4,,vLG,,6.43,4.39,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,232,1,,rG,,7.34,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,2,232,2,,rG,,5.88,3.53,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,232,3,,rG,,4.73,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,2,232,4,,rG,,6.51,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,2,232,5,unk,rG,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,232,5.1,,rG,,6.41,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,232,5.2,,rG,,5.91,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,232,5.3,,rG,,4.59,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,232,5.4,,rG,,4.64,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,232,5.5,,rG,,5.76,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
4,2,232,5.6,,rG,,4.78,3.28,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4,2,232,5.7,,rG,,5.24,2.53,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4,2,232,5.8,,rG,,3,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,232,5.9,,rG,,4.04,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,469,1,,rG,,10.46,11.76,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2 of species 239; likely on outside of gall (one still in cocoon)
4,2,469,2,,vLG,,1.53,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,469,3,,vLG,,12.13,6.35,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,469,4,,rsLG,,4.57,8.07,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 of species 377
4,2,469,5,,rG,,9.38,5.82,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,469,6,,rsLG,,4.46,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.86,,,
4,2,469,7,,rG,,4.69,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4,2,471,1,,vLG,,10.75,5.82,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,471,2,,vLG,,11.28,9.22,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
4,2,471,3,,vLG,,6.32,4.03,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4,2,471,4,,vLG,,9.94,5.31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,471,5,,vLG,,10.45,10.46,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,471,6,,rsLG,,4.71,7.63,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 of Species 409
4,2,471,7,,vLG,,7.34,7.13,,2,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,
4,2,471,8,,vLG,,6.02,5.61,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,471,9,,vLG,,8.43,3.98,,2,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1 of Species 410
5,2,471,10,,vLG,,8.93,6.02,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
5,2,471,11,,vLG,,12.63,8.56,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1 of Species 411
5,2,471,12,,rG,,7.95,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,370,1,,vLG,,12.04,10.66,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,"three apparent volcanoes, but I didn't check for an exit hole, plust there was inquiline damage, so I'm unsure what happened to the third possible larva"
5,2,370,2,,vLG,,7.43,8.54,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,370,3.1,,rsLG,,1.73,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
5,2,370,3.2,,rsLG,,1.19,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
5,2,370,4,,rsLG,,6.37,7.9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,370,5,,rsLG,,6.24,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5,2,370,6,,rsLG,,1.83,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5,2,59,15,,vLG,,9.74,5.28,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,59,11,,vLG,,9.14,3.47,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5,2,59,1,,vLG,,8.39,4.04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,59,7,,vLG,,7.73,7.56,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,59,6,,vLG,,12.13,4.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,63,6,,rG,,4.82,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5,2,59,2,,vLG,,13.4,7.08,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"""unsure"" had cocoon of vLG pupa but didn't find larva inside"
5,2,59,3,,rsLG,,4.62,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,"silk near ""entrance"" hole"
5,2,59,4.1,,vLG,,11.12,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5,2,59,4.2,,vLG,,5.39,7.79,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,59,5,,rsLG,,4.65,7.14,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,63,5,,SG,,8.9,9.43,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,63,7.1,,SG/PG,1,4.92,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,unidentifiable remains
5,2,63,7.2,,PG/bud gall,1,2.5,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5,2,63,7.3,,PG/bud gall,1,2.37,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,unidentifiable remains
5,2,63,8,,rG,,5.63,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5,2,63,9,unk,rG,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
5,2,63,9.1,,rG,,6.32,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5,2,63,9.2,,rG,,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5,2,63,9.3,,rG,,5.07,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,257,11,,rG,,10.86,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,257,13,,rsLG,,6.59,7.96,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,257,14,,rsLG,,6.69,8.76,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,257,12,unk,twG,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2,71,1.1,,vLG,,6.62,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,71,1.2,,vLG,,6.24,5.48,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,257,17,,rsLG,,4.9,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,257,16,,rsLG,,6.78,7.95,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,257,14,,rsLG,,7.04,7.65,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,257,8,,rsLG,,5.63,8.77,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,346,2,,twG,,2.39,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,346,4,,aSG/twG,1,1.91,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,346,3,,rG,,7.72,5.62,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,346,1,,aSG,,4.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,368,1,,vLG,,11.76,9.65,,4,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,2,373,1,,vLG,,9.31,4.8,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,2.1,,rG,,4.52,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1 of species 406
,2,373,2.2,,rG,,4.3,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,373,2.3,,rG,,4.19,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,373,2.4,,rG,,4.13,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,373,2.5,,rG,,4.91,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,373,2.6,,rG,,5.14,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,373,3.1,,rG,,6.46,3.94,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,3.2,,rG,,4.92,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,2,373,3.3,,rG,,7.72,4.21,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,4,,rG,,4.34,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,2,373,5.1,,rG,,4.1,2.83,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,5.2,,rG,,5.44,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,2,373,5.3,,rG,,5.12,2.6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,2,373,5.4,,rG,,5.41,2.97,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,5.5,,rG,,5.27,3.61,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,2,373,5.6,,rG,,5.63,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,2,373,5.7,,rG,,5.78,2.87,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,6,,rG,,6.14,3.75,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,2,373,7.1,,rG,,5.45,5.26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,2,373,7.2,,rG,,5.75,3.9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,8,,rG,,12.05,6.23,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,9.1,,vLG,,7.01,5.8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,2,373,9.2,,vLG,,7.39,5.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,9.3,,vLG,,6.67,5.8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,2,373,10,,rG,,8.21,5.13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,373,11.1,,rG,,5.88,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,2,373,11.2,,rG,,5.2,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,2,373,11.3,,rG,,4.97,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,2,373,11.4,,rG,,5.73,3.18,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,204,4.1,,vLG,,8.5,10.53,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,204,6,,rsLG,,7.04,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,2,204,9.1,,vLG,,7.59,7.78,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,204,9.2,,vLG,,7.3,7.78,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,204,7.1,,rsLG,,2.63,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2,204,7.2,,rsLG,,3.23,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2,204,7.3,,rsLG,,3.44,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2,204,7.4,,rsLG,,3.68,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2,204,8,,rsLG,,8.55,9.79,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,207,1,,aSG,,3.87,1.81,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
